Manufacturer,Model,Technology,Message,Parameters,Nser
Seraphim Energy Group Inc.,SEG-6MA-340WB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.7 isc=9.32 imp=9.02 beta_voc=-0.13281 voc=46.6 alpha_isc=0.00438972 gamma_pmp=-0.4533 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-345BB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.9 isc=9.43 imp=9.11 beta_voc=-0.165672 voc=46.8 alpha_isc=0.0057523 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-345BW,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.9 isc=9.43 imp=9.11 beta_voc=-0.165672 voc=46.8 alpha_isc=0.0057523 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-350BB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.1 isc=9.51 imp=9.19 beta_voc=-0.16638 voc=47 alpha_isc=0.0058011 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-350BW,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.1 isc=9.51 imp=9.19 beta_voc=-0.16638 voc=47 alpha_isc=0.0058011 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-355BB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.3 isc=9.61 imp=9.27 beta_voc=-0.167088 voc=47.2 alpha_isc=0.0058621 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-355BW,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.3 isc=9.61 imp=9.27 beta_voc=-0.167088 voc=47.2 alpha_isc=0.0058621 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-360BB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.5 isc=9.7 imp=9.36 beta_voc=-0.167796 voc=47.4 alpha_isc=0.005917 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-360BW,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.5 isc=9.7 imp=9.36 beta_voc=-0.167796 voc=47.4 alpha_isc=0.005917 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-365BB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.7 isc=9.78 imp=9.44 beta_voc=-0.168504 voc=47.6 alpha_isc=0.0059658 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Seraphim Energy Group Inc.,SEG-6MA-365BW,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.7 isc=9.78 imp=9.44 beta_voc=-0.168504 voc=47.6 alpha_isc=0.0059658 gamma_pmp=-0.447 n_ser=1 t_ref=25 },1
Risen Energy Co._ Ltd.,RSM120-8-565BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 isc=17.9 imp=16.9 beta_voc=-0.087636 voc=40.2 alpha_isc=0.007697 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-570BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 isc=17.95 imp=16.95 beta_voc=-0.088072 voc=40.4 alpha_isc=0.0077185 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-575BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=18 imp=17 beta_voc=-0.088726 voc=40.7 alpha_isc=0.00774 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-580BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=18.06 imp=17.05 beta_voc=-0.089162 voc=40.9 alpha_isc=0.0077658 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-585BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=18.11 imp=17.1 beta_voc=-0.089598 voc=41.1 alpha_isc=0.0077873 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-590BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.4 isc=18.16 imp=17.15 beta_voc=-0.090034 voc=41.3 alpha_isc=0.0078088 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-595BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.6 isc=18.21 imp=17.2 beta_voc=-0.09047 voc=41.5 alpha_isc=0.0078303 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-600BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.8 isc=18.26 imp=17.25 beta_voc=-0.090906 voc=41.7 alpha_isc=0.0078518 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-605BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=35 isc=18.32 imp=17.3 beta_voc=-0.091342 voc=41.9 alpha_isc=0.0078776 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM120-8-610BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=35.2 isc=18.37 imp=17.35 beta_voc=-0.091996 voc=42.2 alpha_isc=0.0078991 gamma_pmp=-0.323 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-225/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=29.7 isc=8.07 imp=7.58 beta_voc=-0.13949 voc=37 alpha_isc=0.004035 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-230/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=29.9 isc=8.22 imp=7.7 beta_voc=-0.139867 voc=37.1 alpha_isc=0.00411 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-235/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.2 isc=8.25 imp=7.78 beta_voc=-0.142506 voc=37.8 alpha_isc=0.004125 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-240/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.3 isc=8.4 imp=7.92 beta_voc=-0.142883 voc=37.9 alpha_isc=0.0042 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-245/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.4 isc=8.59 imp=8.07 beta_voc=-0.143637 voc=38.1 alpha_isc=0.004295 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-250/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.5 isc=8.71 imp=8.2 beta_voc=-0.144014 voc=38.2 alpha_isc=0.004355 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-60-250/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.15 isc=8.59 imp=8.29 beta_voc=-0.139851 voc=37.9 alpha_isc=0.0052399 gamma_pmp=-0.476 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-255/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.6 isc=8.83 imp=8.34 beta_voc=-0.144391 voc=38.3 alpha_isc=0.004415 gamma_pmp=-0.517 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-60-255/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.33 isc=8.65 imp=8.41 beta_voc=-0.140515 voc=38.08 alpha_isc=0.0052765 gamma_pmp=-0.476 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-260/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.72 isc=8.95 imp=8.46 beta_voc=-0.12288 voc=38.4 alpha_isc=0.005012 gamma_pmp=-0.453 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-60-260/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.53 isc=8.72 imp=8.52 beta_voc=-0.141179 voc=38.26 alpha_isc=0.0053192 gamma_pmp=-0.476 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-265/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.84 isc=9.07 imp=8.59 beta_voc=-0.1232 voc=38.5 alpha_isc=0.0050792 gamma_pmp=-0.453 n_ser=10 t_ref=25 },10
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-60-270/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=30.97 isc=9.17 imp=8.72 beta_voc=-0.12352 voc=38.6 alpha_isc=0.0051352 gamma_pmp=-0.453 n_ser=10 t_ref=25 },10
Risen Energy Co._ Ltd.,RSM110-8-525BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=31 isc=17.97 imp=16.97 beta_voc=-0.126852 voc=37.2 alpha_isc=0.0032346 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-530BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=31.2 isc=18.02 imp=17.02 beta_voc=-0.127534 voc=37.4 alpha_isc=0.0032436 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-535BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=31.4 isc=18.07 imp=17.07 beta_voc=-0.128557 voc=37.7 alpha_isc=0.0032526 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-540BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=31.6 isc=18.13 imp=17.12 beta_voc=-0.129239 voc=37.9 alpha_isc=0.0032634 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-545BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=31.8 isc=18.18 imp=17.17 beta_voc=-0.129921 voc=38.1 alpha_isc=0.0032724 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-550BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32 isc=18.23 imp=17.22 beta_voc=-0.130603 voc=38.3 alpha_isc=0.0032814 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-555BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.2 isc=18.28 imp=17.27 beta_voc=-0.131285 voc=38.5 alpha_isc=0.0032904 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Risen Energy Co._ Ltd.,RSM110-8-560BMDG,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.4 isc=18.33 imp=17.32 beta_voc=-0.132308 voc=38.8 alpha_isc=0.0032994 gamma_pmp=-0.327 n_ser=11 t_ref=25 },11
Lumos,GSX 72/48,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=25.8 isc=9.99 imp=9.32 beta_voc=-0.089077 voc=31.7 alpha_isc=0.0035964 gamma_pmp=-0.382 n_ser=12 t_ref=25 },12
Lumos,GSX 72/72,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.6 isc=9.99 imp=9.32 beta_voc=-0.132804 voc=47.6 alpha_isc=0.0044955 gamma_pmp=-0.37 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72B360,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.1 isc=9.74 imp=9.03 beta_voc=-0.128892 voc=46.7 alpha_isc=0.002922 gamma_pmp=-0.379 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72M360,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=9.72 imp=9.02 beta_voc=-0.13496 voc=48.2 alpha_isc=0.002916 gamma_pmp=-0.383 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72B365,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.3 isc=9.78 imp=9.06 beta_voc=-0.129444 voc=46.9 alpha_isc=0.002934 gamma_pmp=-0.379 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72M365,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.3 isc=9.86 imp=9.13 beta_voc=-0.1344 voc=48 alpha_isc=0.002958 gamma_pmp=-0.383 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72B370,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=9.75 imp=9.08 beta_voc=-0.130548 voc=47.3 alpha_isc=0.002925 gamma_pmp=-0.379 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72M370,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.3 isc=9.91 imp=9.19 beta_voc=-0.13468 voc=48.1 alpha_isc=0.002973 gamma_pmp=-0.383 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72B375,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=9.76 imp=9.1 beta_voc=-0.1311 voc=47.5 alpha_isc=0.002928 gamma_pmp=-0.379 n_ser=12 t_ref=25 },12
STACE Solar Solutions Inc.,STA-PV72M375,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.7 isc=9.94 imp=9.22 beta_voc=-0.13496 voc=48.2 alpha_isc=0.002982 gamma_pmp=-0.383 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM5-72-205/MS,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.55 isc=5.7 imp=5.46 beta_voc=-0.161955 voc=45.75 alpha_isc=0.003135 gamma_pmp=-0.488 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM5-72-210/MS,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.64 isc=5.79 imp=5.58 beta_voc=-0.162309 voc=45.85 alpha_isc=0.0031845 gamma_pmp=-0.488 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM5-72-215/MS,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.72 isc=5.89 imp=5.7 beta_voc=-0.163017 voc=46.05 alpha_isc=0.0032395 gamma_pmp=-0.488 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-265/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=35.8 isc=8.22 imp=7.4 beta_voc=-0.171263 voc=44.14 alpha_isc=0.0039456 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-270/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36 isc=8.33 imp=7.5 beta_voc=-0.172233 voc=44.39 alpha_isc=0.0039984 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-275/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.2 isc=8.44 imp=7.6 beta_voc=-0.173203 voc=44.64 alpha_isc=0.0040512 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM5-96-280/MS,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=49.56 isc=6.03 imp=5.65 beta_voc=-0.215055 voc=60.75 alpha_isc=0.0033165 gamma_pmp=-0.488 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-280/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.5 isc=8.52 imp=7.67 beta_voc=-0.174639 voc=45.01 alpha_isc=0.0040896 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM5-96-285/MS,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=49.65 isc=6.12 imp=5.74 beta_voc=-0.215586 voc=60.9 alpha_isc=0.003366 gamma_pmp=-0.488 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-285/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.6 isc=8.56 imp=7.78 beta_voc=-0.176074 voc=45.38 alpha_isc=0.0041088 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-290/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 isc=8.59 imp=7.88 beta_voc=-0.177588 voc=45.77 alpha_isc=0.0041232 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-295/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37 isc=8.62 imp=7.97 beta_voc=-0.17848 voc=46 alpha_isc=0.0041376 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-300/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.2 isc=8.66 imp=8.06 beta_voc=-0.179217 voc=46.19 alpha_isc=0.0041568 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-72-300/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.95 isc=8.64 imp=8.12 beta_voc=-0.165866 voc=44.95 alpha_isc=0.0052704 gamma_pmp=-0.476 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-305/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.5 isc=8.73 imp=8.13 beta_voc=-0.179489 voc=46.26 alpha_isc=0.0041904 gamma_pmp=-0.524 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-72-305/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.09 isc=8.74 imp=8.22 beta_voc=-0.166198 voc=45.04 alpha_isc=0.0053314 gamma_pmp=-0.476 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-310/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.72 isc=8.82 imp=8.22 beta_voc=-0.148352 voc=46.36 alpha_isc=0.0049392 gamma_pmp=-0.453 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-72-310/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.19 isc=8.84 imp=8.34 beta_voc=-0.16653 voc=45.13 alpha_isc=0.0053924 gamma_pmp=-0.476 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-315/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.86 isc=8.91 imp=8.32 beta_voc=-0.14864 voc=46.45 alpha_isc=0.0049896 gamma_pmp=-0.453 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXP6-72-315/P,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.28 isc=8.95 imp=8.45 beta_voc=-0.166862 voc=45.22 alpha_isc=0.0054595 gamma_pmp=-0.476 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-320/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.96 isc=8.99 imp=8.43 beta_voc=-0.148928 voc=46.54 alpha_isc=0.0050344 gamma_pmp=-0.453 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-325/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.06 isc=9.09 imp=8.54 beta_voc=-0.149216 voc=46.63 alpha_isc=0.0050904 gamma_pmp=-0.453 n_ser=12 t_ref=25 },12
ZNSHINE PV-TECH Co._ Ltd.,ZXM6-72-330/M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=38.15 isc=9.19 imp=8.65 beta_voc=-0.149504 voc=46.72 alpha_isc=0.0051464 gamma_pmp=-0.453 n_ser=12 t_ref=25 },12
Jinko Solar Co._ Ltd,JKM290PP-60H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=32.8 imp=8.86 isc=9.32 voc=39.8 alpha_isc=0.0056852 beta_voc=-0.129748 gamma_pmp=-0.403 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM290PP-60H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=32.8 imp=8.86 isc=9.32 voc=39.8 alpha_isc=0.0058716 beta_voc=-0.135718 gamma_pmp=-0.408 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM295PP-60H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.1 imp=8.95 isc=9.37 voc=40.1 alpha_isc=0.0057157 beta_voc=-0.130726 gamma_pmp=-0.403 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM295PP-60H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.1 isc=9.37 imp=8.95 beta_voc=-0.136741 voc=40.1 alpha_isc=0.0059031 gamma_pmp=-0.408 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM300PP-60H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.4 isc=9.43 imp=9.03 beta_voc=-0.131378 voc=40.3 alpha_isc=0.0057523 gamma_pmp=-0.403 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM300PP-60H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.4 isc=9.43 imp=9.03 beta_voc=-0.137423 voc=40.3 alpha_isc=0.0059409 gamma_pmp=-0.408 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM305PP-60H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.6 isc=9.49 imp=9.11 beta_voc=-0.132356 voc=40.6 alpha_isc=0.0057889 gamma_pmp=-0.403 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM305PP-60H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.6 isc=9.49 imp=9.11 beta_voc=-0.138446 voc=40.6 alpha_isc=0.0059787 gamma_pmp=-0.408 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM310PP-60H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.9 isc=9.59 imp=9.19 beta_voc=-0.133008 voc=40.8 alpha_isc=0.0058499 gamma_pmp=-0.403 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM310PP-60H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=33.9 isc=9.59 imp=9.19 beta_voc=-0.139128 voc=40.8 alpha_isc=0.0060417 gamma_pmp=-0.408 n_ser=120 t_ref=25 },120
Shanghai Aerospace Automobile Electromechanical Co._ Ltd.,HT60-18X-435,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.3 isc=13.69 imp=12.68 beta_voc=-0.104295 voc=40.9 alpha_isc=6.28371 gamma_pmp=-0.373 n_ser=120 t_ref=25 },120
Shanghai Aerospace Automobile Electromechanical Co._ Ltd.,HT60-18X-440,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.5 isc=13.76 imp=12.77 beta_voc=-0.10455 voc=41 alpha_isc=6.31584 gamma_pmp=-0.373 n_ser=120 t_ref=25 },120
Shanghai Aerospace Automobile Electromechanical Co._ Ltd.,HT60-18X-445,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.6 isc=13.83 imp=12.86 beta_voc=-0.10506 voc=41.2 alpha_isc=6.34797 gamma_pmp=-0.373 n_ser=120 t_ref=25 },120
Shanghai Aerospace Automobile Electromechanical Co._ Ltd.,HT60-18X-450,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.8 isc=13.9 imp=12.95 beta_voc=-0.105315 voc=41.3 alpha_isc=6.3801 gamma_pmp=-0.373 n_ser=120 t_ref=25 },120
Shanghai Aerospace Automobile Electromechanical Co._ Ltd.,HT60-18X-455,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.9 isc=13.97 imp=13.04 beta_voc=-0.105825 voc=41.5 alpha_isc=6.41223 gamma_pmp=-0.373 n_ser=120 t_ref=25 },120
Yingli Energy (China),YL360D-34d 1/2,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 isc=11.19 imp=10.7 beta_voc=-0.107567 voc=40.9 alpha_isc=0.005595 gamma_pmp=-0.338 n_ser=120 t_ref=25 },120
Yingli Energy (China),YL365D-34d 1/2,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=11.27 imp=10.79 beta_voc=-0.108093 voc=41.1 alpha_isc=0.005635 gamma_pmp=-0.338 n_ser=120 t_ref=25 },120
Yingli Energy (China),YL370D-34d 1/2,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 isc=11.35 imp=10.87 beta_voc=-0.108619 voc=41.3 alpha_isc=0.005675 gamma_pmp=-0.338 n_ser=120 t_ref=25 },120
Yingli Energy (China),YL375D-34d 1/2,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.3 isc=11.43 imp=10.95 beta_voc=-0.109145 voc=41.5 alpha_isc=0.005715 gamma_pmp=-0.338 n_ser=120 t_ref=25 },120
Jinko Solar Co._ Ltd,JKM335PP-72H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=38 isc=9.18 imp=8.82 beta_voc=-0.16048 voc=47.2 alpha_isc=0.0044064 gamma_pmp=-0.409 n_ser=144 t_ref=25 },144
Jinko Solar Co._ Ltd,JKM340PP-72H,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=38.2 isc=9.22 imp=8.9 beta_voc=-0.1615 voc=47.5 alpha_isc=0.0044256 gamma_pmp=-0.409 n_ser=144 t_ref=25 },144
Jinko Solar Co._ Ltd,JKM340PP-72H-V,Multi-c-Si,"""could not solve, check inputs""",{ celltype=multi vmp=38.2 isc=9.22 imp=8.9 beta_voc=-0.158175 voc=47.5 alpha_isc=0.00461 gamma_pmp=-0.402 n_ser=144 t_ref=25 },144
