Manufacturer,Model,Technology,Message,Parameters,Nser
Jinko Solar Co._ Ltd,JKM320M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.15 voc=40.9 alpha_isc=0.005887 beta_voc=-0.132925 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320M-60HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.9 imp=9.73 isc=10.17 voc=40.1 alpha_isc=0.0047799 beta_voc=-0.130726 gamma_pmp=-0.42 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=9.65 isc=10.31 voc=40.2 alpha_isc=0.0073201 beta_voc=-0.129444 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320M-60HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.9 imp=9.73 isc=10.07 voc=40.1 alpha_isc=0.0068476 beta_voc=-0.131127 gamma_pmp=-0.396 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 imp=9.69 isc=10.4 voc=40 alpha_isc=0.003952 beta_voc=-0.1232 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320N-60H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 imp=9.69 isc=10.4 voc=40 alpha_isc=0.0052 beta_voc=-0.1236 gamma_pmp=-0.434 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM320N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 imp=9.69 isc=10.4 voc=40 alpha_isc=0.003952 beta_voc=-0.1292 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HBL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.15 voc=40.9 alpha_isc=0.005075 beta_voc=-0.129653 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HBL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.31 voc=40.9 alpha_isc=0.0050519 beta_voc=-0.129244 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HBL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.15 voc=40.9 alpha_isc=0.005075 beta_voc=-0.129653 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HBL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.31 voc=40.9 alpha_isc=0.0050519 beta_voc=-0.129244 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.15 voc=40.9 alpha_isc=0.005887 beta_voc=-0.132925 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.31 voc=40.9 alpha_isc=0.0073201 beta_voc=-0.131698 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.15 voc=40.9 alpha_isc=0.005887 beta_voc=-0.132925 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS320M-60HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.59 isc=10.31 voc=40.9 alpha_isc=0.0073201 beta_voc=-0.131698 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.0051 beta_voc=-0.130287 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.74 isc=10.5 voc=40.4 alpha_isc=0.005145 beta_voc=-0.127664 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.005916 beta_voc=-0.133575 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=9.82 isc=10.25 voc=40.3 alpha_isc=0.0048175 beta_voc=-0.131378 gamma_pmp=-0.42 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=9.74 isc=10.5 voc=40.4 alpha_isc=0.007455 beta_voc=-0.130088 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325M-60HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=9.82 isc=10.15 voc=40.3 alpha_isc=0.006902 beta_voc=-0.131781 gamma_pmp=-0.396 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=9.81 isc=10.46 voc=40.1 alpha_isc=0.0039748 beta_voc=-0.123508 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325N-60H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=9.81 isc=10.46 voc=40.1 alpha_isc=0.00523 beta_voc=-0.123909 gamma_pmp=-0.434 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM325N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=9.81 isc=10.46 voc=40.1 alpha_isc=0.0039748 beta_voc=-0.129523 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HBL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.0051 beta_voc=-0.130287 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HBL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.5 voc=41.1 alpha_isc=0.005145 beta_voc=-0.129876 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HBL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.0051 beta_voc=-0.130287 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HBL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.5 voc=41.1 alpha_isc=0.005145 beta_voc=-0.129876 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.005916 beta_voc=-0.133575 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.5 voc=41.1 alpha_isc=0.007455 beta_voc=-0.132342 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.2 voc=41.1 alpha_isc=0.005916 beta_voc=-0.133575 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS325M-60HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=9.68 isc=10.5 voc=41.1 alpha_isc=0.007455 beta_voc=-0.132342 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=9.84 isc=10.61 voc=40.6 alpha_isc=0.0047745 beta_voc=-0.123018 gamma_pmp=-0.406 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=9.84 isc=10.61 voc=40.6 alpha_isc=0.0051989 beta_voc=-0.128296 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=9.84 isc=10.61 voc=40.6 alpha_isc=0.0049867 beta_voc=-0.125048 gamma_pmp=-0.393 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=9.93 isc=10.35 voc=40.4 alpha_isc=0.0048645 beta_voc=-0.131704 gamma_pmp=-0.42 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=9.84 isc=10.61 voc=40.6 alpha_isc=0.0075331 beta_voc=-0.130732 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-60HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=9.93 isc=10.25 voc=40.4 alpha_isc=0.00697 beta_voc=-0.132108 gamma_pmp=-0.396 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.6 imp=10.11 isc=10.92 voc=39.3 alpha_isc=0.0057876 beta_voc=-0.109254 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 isc=10.65 imp=9.94 beta_voc=-0.116216 voc=39.8 alpha_isc=0.007242 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.6 isc=10.92 imp=10.11 beta_voc=-0.110433 voc=39.3 alpha_isc=0.00546 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 isc=10.52 imp=9.93 beta_voc=-0.123816 voc=40.2 alpha_isc=0.0039976 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330N-60H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 isc=10.52 imp=9.93 beta_voc=-0.124218 voc=40.2 alpha_isc=0.00526 gamma_pmp=-0.434 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM330N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 isc=10.52 imp=9.93 beta_voc=-0.129846 voc=40.2 alpha_isc=0.0039976 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HBL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.31 imp=9.77 beta_voc=-0.130921 voc=41.3 alpha_isc=0.005155 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HBL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.61 imp=9.77 beta_voc=-0.130508 voc=41.3 alpha_isc=0.0051989 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HBL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.31 imp=9.77 beta_voc=-0.130921 voc=41.3 alpha_isc=0.005155 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HBL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.61 imp=9.77 beta_voc=-0.130508 voc=41.3 alpha_isc=0.0051989 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.31 imp=9.77 beta_voc=-0.134225 voc=41.3 alpha_isc=0.0059798 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.61 imp=9.77 beta_voc=-0.132986 voc=41.3 alpha_isc=0.0075331 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.31 imp=9.77 beta_voc=-0.134225 voc=41.3 alpha_isc=0.0059798 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS330M-60HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 isc=10.61 imp=9.77 beta_voc=-0.132986 voc=41.3 alpha_isc=0.0075331 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 isc=10.73 imp=9.93 beta_voc=-0.123624 voc=40.8 alpha_isc=0.0048285 gamma_pmp=-0.406 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 isc=10.73 imp=9.93 beta_voc=-0.128928 voc=40.8 alpha_isc=0.0052577 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 isc=10.73 imp=9.93 beta_voc=-0.125664 voc=40.8 alpha_isc=0.0050431 gamma_pmp=-0.393 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 isc=10.44 imp=10.03 beta_voc=-0.13203 voc=40.5 alpha_isc=0.0049068 gamma_pmp=-0.42 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 isc=10.73 imp=9.93 beta_voc=-0.131376 voc=40.8 alpha_isc=0.0076183 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-60HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 isc=10.34 imp=10.03 beta_voc=-0.132435 voc=40.5 alpha_isc=0.0070312 gamma_pmp=-0.396 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.8 isc=11.04 imp=10.23 beta_voc=-0.109532 voc=39.4 alpha_isc=0.0058512 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 isc=10.77 imp=10.06 beta_voc=-0.116508 voc=39.9 alpha_isc=0.0073236 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.8 isc=11.04 imp=10.23 beta_voc=-0.110714 voc=39.4 alpha_isc=0.00552 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 isc=10.58 imp=10.04 beta_voc=-0.124124 voc=40.3 alpha_isc=0.0040204 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM335N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 isc=10.58 imp=10.04 beta_voc=-0.130169 voc=40.3 alpha_isc=0.0040204 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HBL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.36 imp=9.87 beta_voc=-0.131555 voc=41.5 alpha_isc=0.00518 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HBL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.73 imp=9.86 beta_voc=-0.13114 voc=41.5 alpha_isc=0.0052577 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HBL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.36 imp=9.87 beta_voc=-0.131555 voc=41.5 alpha_isc=0.00518 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HBL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.73 imp=9.86 beta_voc=-0.13114 voc=41.5 alpha_isc=0.0052577 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.36 imp=9.87 beta_voc=-0.134875 voc=41.5 alpha_isc=0.0060088 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.73 imp=9.86 beta_voc=-0.13363 voc=41.5 alpha_isc=0.0076183 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.36 imp=9.87 beta_voc=-0.134875 voc=41.5 alpha_isc=0.0060088 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS335M-60HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.73 imp=9.86 beta_voc=-0.13363 voc=41.5 alpha_isc=0.0076183 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-60HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=10.82 imp=10.02 beta_voc=-0.12423 voc=41 alpha_isc=0.004869 gamma_pmp=-0.406 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-60HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=10.82 imp=10.02 beta_voc=-0.12956 voc=41 alpha_isc=0.0053018 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=10.82 imp=10.02 beta_voc=-0.12628 voc=41 alpha_isc=0.0050854 gamma_pmp=-0.393 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=10.82 imp=10.02 beta_voc=-0.13202 voc=41 alpha_isc=0.0076822 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-60HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 isc=10.43 imp=10.11 beta_voc=-0.132762 voc=40.6 alpha_isc=0.0070924 gamma_pmp=-0.396 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.9 isc=11.16 imp=10.35 beta_voc=-0.10981 voc=39.5 alpha_isc=0.0059148 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 isc=10.89 imp=10.18 beta_voc=-0.1168 voc=40 alpha_isc=0.0074052 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.9 isc=11.16 imp=10.35 beta_voc=-0.110995 voc=39.5 alpha_isc=0.00558 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 isc=10.64 imp=10.16 beta_voc=-0.12474 voc=40.5 alpha_isc=0.0040432 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM340N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 isc=10.64 imp=10.16 beta_voc=-0.130815 voc=40.5 alpha_isc=0.0040432 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HBL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.55 imp=9.96 beta_voc=-0.132189 voc=41.7 alpha_isc=0.005275 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HBL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.82 imp=9.95 beta_voc=-0.131772 voc=41.7 alpha_isc=0.0053018 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HBL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.55 imp=9.96 beta_voc=-0.132189 voc=41.7 alpha_isc=0.005275 gamma_pmp=-0.407 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HBL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.82 imp=9.95 beta_voc=-0.131772 voc=41.7 alpha_isc=0.0053018 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HL-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.55 imp=9.96 beta_voc=-0.135525 voc=41.7 alpha_isc=0.006119 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HL-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.82 imp=9.95 beta_voc=-0.134274 voc=41.7 alpha_isc=0.0076822 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.55 imp=9.96 beta_voc=-0.135525 voc=41.7 alpha_isc=0.006119 gamma_pmp=-0.405 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKMS340M-60HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.82 imp=9.95 beta_voc=-0.134274 voc=41.7 alpha_isc=0.0076822 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-60HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 isc=10.91 imp=10.11 beta_voc=-0.124836 voc=41.2 alpha_isc=0.0049095 gamma_pmp=-0.406 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-60HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 isc=10.91 imp=10.11 beta_voc=-0.130192 voc=41.2 alpha_isc=0.0053459 gamma_pmp=-0.424 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 isc=10.91 imp=10.11 beta_voc=-0.126896 voc=41.2 alpha_isc=0.0051277 gamma_pmp=-0.393 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 isc=10.91 imp=10.11 beta_voc=-0.132664 voc=41.2 alpha_isc=0.0077461 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 isc=11.28 imp=10.47 beta_voc=-0.110088 voc=39.6 alpha_isc=0.0059784 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 isc=11.01 imp=10.3 beta_voc=-0.117092 voc=40.1 alpha_isc=0.0074868 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 isc=11.28 imp=10.47 beta_voc=-0.111276 voc=39.6 alpha_isc=0.00564 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM345N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 isc=10.7 imp=10.27 beta_voc=-0.125048 voc=40.6 alpha_isc=0.004066 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
