Name,Vac,Pso,Paco,Pdco,Vdco,C0,C2,C1,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high
Canadian Solar Inc.: CSI-36KTL-CT [480V] [SI1] 480V [CEC 2018],480,80.0932,36000,36701.7,730,-2.33E-07,-0.00272724,-3.88E-05,-0.00119436,0,800,50.2763,540,800
Canadian Solar Inc.: CSI-4000TL-CT [208V] 208V [CEC 2018],208,26.3245,3810,3947.9,390,-6.04E-06,-0.000679047,-4.44E-05,-0.00101632,1,470,10.1228,100,470
Canadian Solar Inc.: CSI-4000TL-CT [240V] 240V [CEC 2018],240,25.9893,4020,4141.66,390,-4.54E-06,-0.000335972,-4.25E-05,-0.000730053,1,470,10.6196,100,470
Canadian Solar Inc.: CSI-5000TL-CT [208V] 208V [CEC 2018],208,25.1245,4610,4784.18,390,-5.90E-06,-0.000503519,-4.69E-05,-0.000597723,0.7,470,12.2671,100,470
Canadian Solar Inc.: CSI-5000TL-CT [240V] 240V [CEC 2018],240,23.5435,5000,5160.9,390,-4.27E-06,-0.000993661,-5.10E-05,-0.00157647,1,470,13.2331,100,470
Canadian Solar Inc.: CSI-50KTL-CT [480V] [SI1] 480V [CEC 2018],480,95.1338,50000,50835.1,730,-1.44E-07,-0.00367339,-2.37E-05,-0.00124727,0.88,850,69.6372,480,850
Canadian Solar Inc.: CSI-50KTL-CT [480V] 480V [CEC 2018],480,95.1212,50000,50835.2,730,-1.44E-07,-0.00367336,-2.37E-05,-0.0012473,0.88,850,69.6372,480,850
Canadian Solar Inc.: CSI-6000TL-CT [208V] 208V [CEC 2018],208,36.6961,5500,5698.26,380,-3.83E-06,-0.000347898,-3.47E-05,-0.000584445,1,470,14.9954,100,470
Canadian Solar Inc.: CSI-6000TL-CT [240V] 240V [CEC 2018],240,36.0885,6000,6182.44,380,-2.92E-06,-0.000593032,-3.96E-05,-0.0013788,1,470,16.2696,100,470
Canadian Solar Inc.: CSI-60KTL-CT [480V] [SI1] 480V [CEC 2018],480,95.6528,60000,61072.3,730,-1.48E-07,-0.00341481,-2.24E-05,-0.00119879,0.88,850,83.6607,540,850
Canadian Solar Inc.: CSI-60KTL-CT [480V] 480V [CEC 2018],480,94.8025,60000,61076.5,730,-1.49E-07,-0.00341481,-2.24E-05,-0.0011988,0.88,850,83.6665,540,850
Canadian Solar Incorporated : CSI-50KTL-GS [480V]ââ 480V [CEC 2018],480,70.467972,50083,50885.01172,650,-1.46E-07,-0.00007,-6.68E-06,0.001392,1,720,78.284633,580,720
Canadian Solar Incorporated : CSI-50KTL-GS-B [480V] 480V [CEC 2018],480,68.852493,50083,50900.23047,650,-1.47E-07,0.000338,-8.09E-06,0.001041,1,720,78.308047,580,720
Canadian Solar Incorporated : CSI-50KTL-GS-FL [480V]â 480V [CEC 2018],480,42.721951,50084,50863.50781,650,-8.06E-08,0.00449,-2.35E-06,0.011896,1,720,78.25155,580,720
Canadian Solar Incorporated : CSI-50KTL-GS-FLB [480V] 480V [CEC 2018],480,44.460033,50083,50871.31641,650,-8.79E-08,0.002917,-5.14E-06,0.008144,1,720,78.263564,580,720
Canadian Solar Incorporated : CSI-60KTL-GS [480V] 480V [CEC 2018],480,93.041199,60086,61103.74609,650,-1.39E-07,-0.00232,-0.000022,-0.003523,1,720,94.005763,580,720
Canadian Solar Incorporated : CSI-60KTL-GS-B [480V] 480V [CEC 2018],480,87.045525,60086,61105.875,650,-1.32E-07,-0.000919,-0.000016,-0.001452,1,720,94.009038,580,720
Canadian Solar Incorporated : CSI-66KTL-GS [480V] 480V [CEC 2018],480,97.398148,66070,67153.1875,650,-1.21E-07,-0.000514,-0.000014,-0.000065,1,720,103.312596,580,720
Canadian Solar Incorporated : CSI-66KTL-GS-B [480V] 480V [CEC 2018],480,95.516479,66070,67153.75781,650,-1.15E-07,-0.001039,-0.000012,-0.000305,1,720,103.313474,580,720
Canadian Solar Incorporated.: CSI-50KTL-GS-B [480V] [SI1] 480V [CEC 2018],480,68.8525,50083,50900.2,650,-1.47E-07,0.000337826,-8.09E-06,0.00104125,1,720,78.308,580,720
Canadian Solar Incorporated.: CSI-50KTL-GS-FLB [480V] [SI1] 480V [CEC 2018],480,44.46,50083,50871.3,650,-8.79E-08,0.00291681,-5.14E-06,0.0081437,1,720,78.2636,580,720
Canadian Solar Incorporated.: CSI-60KTL-GS-B [480V] [SI1] 480V [CEC 2018],480,87.0455,60086,61105.9,650,-1.32E-07,-0.000919192,-1.62E-05,-0.00145207,1,720,94.009,580,720
Canadian Solar Incorporated.: CSI-66KTL-GS-B [480V] [SI1] 480V [CEC 2018],480,95.5165,66070,67153.8,650,-1.15E-07,-0.00103867,-1.24E-05,-0.000304966,1,720,103.313,580,720
Canadian Solar Incorporated: CSI-50KTL-GS [480V] [SI1]Ã¢ÂÂÃ¢ÂÂ 480V [CEC 2018],480,70.468,50083,50885,650,-1.46E-07,-6.99E-05,-6.68E-06,0.00139164,1,720,78.2846,580,720
Canadian Solar Incorporated: CSI-50KTL-GS-FL [480V] [SI1]Ã¢ÂÂ 480V [CEC 2018],480,42.722,50084,50863.5,650,-8.06E-08,0.0044904,-2.35E-06,0.0118958,1,720,78.2516,580,720
Canadian Solar Incorporated: CSI-60KTL-GS [480V] [SI1] 480V [CEC 2018],480,93.0412,60086,61103.7,650,-1.39E-07,-0.0023197,-2.15E-05,-0.00352326,1,720,94.0058,580,720
Canadian Solar Incorporated: CSI-66KTL-GS [480V] [SI1] 480V [CEC 2018],480,97.3981,66070,67153.2,650,-1.21E-07,-0.000513868,-1.45E-05,-6.51E-05,1,720,103.313,580,720
Canadian Solar: CM-240-EC 240V [CEC 2013],240,1.928666485,240,249.7564408,28.95057173,-5.83E-05,0.021993444,-2.57E-04,-0.111226902,0.03,44,10.4,24,35
Canadian Solar: CM-260-EC 240V [CEC 2013],240,1.980918587,260,270.892424,28.99537353,-6.27E-05,2.01E-02,-3.94E-04,-0.100214152,0.03,44,10.4,24,35
Canadian Solar: CM-280-EC 240V [CEC 2013],240,2.079675236,280,292.1412773,28.91314447,-6.84E-05,2.24E-02,-5.03E-04,-8.41E-02,0.03,44,10.4,24,35
Canadian Solar: CM-300-EC 240V [CEC 2013],240,2.129423144,300,313.5125355,28.98695607,-7.33E-05,2.11E-02,-6.99E-04,-7.75E-02,0.03,44,10.4,24,35
Canadian Solar: CS6P-245M-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-245P-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-250M-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-250P-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-255M-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-255P-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-260M-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CS6P-260P-EA 29V [CEC 2016],29,1.70106,240,249.671,29,-4.78E-05,0.0243373,-0.000277925,-0.117028,0.03,35,0.00685714,24,35
Canadian Solar: CSI-23KTL-CT 480V [CEC 2015],480,56.08090091,23000,23433.00451,718.1666667,-3.43E-07,3.66E-04,-3.61E-05,9.26E-04,1,1000,64,500,800
Canadian Solar: CSI-28KTL-CT 480V [CEC 2015],480,54.97958878,28000,28567.27168,721.9698413,-3.49E-07,-1.01E-04,-3.72E-05,-1.56E-05,0.9,1000,64,500,800
Canadian Solar: CSI-3000TL-CT (208V) 208V [CEC 2014],208,20.61202689,2860,2973.649047,390.7334127,-8.53E-06,-9.15E-04,-6.02E-05,-9.21E-04,1,500,18,125,450
Canadian Solar: CSI-3000TL-CT (240V) 240V [CEC 2014],240,20.13113712,3000,3100.093501,389.9627778,-6.60E-06,-9.80E-04,-6.07E-05,-1.14E-03,1,500,18,125,450
Canadian Solar: CSI-36KTL-CT 730V [CEC 2016],730,80.0932,36000,36701.7,730,-2.33E-07,-0.00272724,-3.88E-05,-0.00119436,0,800,0.045,540,800
Canadian Solar: CSI-4000TL-CT (208V) 208V [CEC 2014],208,26.59520052,3810,3950.261265,389.9521429,-5.94E-06,-7.67E-04,-6.13E-05,-1.35E-03,1,580,20,125,550
Canadian Solar: CSI-4000TL-CT (240V) 240V [CEC 2014],240,26.43853242,4020,4145.779712,390.6587302,-4.73E-06,-2.89E-04,-5.75E-05,-6.97E-04,1,580,20,125,550
Canadian Solar: CSI-5000TL-CT (208V) 208V [CEC 2014],208,25.78401973,4610,4788.780007,390.2851587,-5.97E-06,-8.50E-04,-6.40E-05,-1.02E-03,0.7,580,20,125,550
Canadian Solar: CSI-5000TL-CT (240V) 240V [CEC 2014],240,24.52366226,5000,5166.884308,389.8560317,-4.56E-06,-1.24E-03,-6.93E-05,-1.84E-03,1,580,20,125,550
Canadian Solar: CSI-6000TL-CT (208V) 208V [CEC 2016],208,36.6961,5500,5698.26,380,-3.83E-06,-0.000347898,-3.47E-05,-0.000584445,1,470,0.0117021,100,470
Canadian Solar: CSI-6000TL-CT (208Vac) 208V [CEC 2014],208,37.75574983,5500,5703.047226,379.5427381,-3.95E-06,-3.41E-04,-4.88E-05,-7.68E-04,1,580,24,125,550
Canadian Solar: CSI-6000TL-CT (240V) 240V [CEC 2016],240,36.0885,6000,6182.44,380,-2.92E-06,-0.000593032,-3.96E-05,-0.0013788,1,470,0.012766,100,470
Canadian Solar: CSI-6000TL-CT (240Vac) 240V [CEC 2014],240,36.99441467,6000,6187.102703,379.7206349,-2.99E-06,-6.73E-04,-5.33E-05,-1.71E-03,1,580,24,125,550
Carlo Gavazzi: ISGA 1 22 [240V] 240V [CEC 2018],240,42.1968,2110,2193.4,375,-1.19E-05,0.00102618,-6.52E-05,0.000535655,0.25,400,5.84906,100,400
Carlo Gavazzi: ISGA 1 22 375V [CEC 2016],375,42.1968,2110,2193.4,375,-1.19E-05,0.00102618,-6.52E-05,0.000535655,0.25,400,0.005275,100,400
Carlo Gavazzi: ISGA 1 33 [240V] 240V [CEC 2018],240,36.0334,3180,3315.65,375,-7.98E-06,0.000543705,-7.52E-05,-0.000338346,0.25,400,8.84174,100,400
Carlo Gavazzi: ISGA 1 33 240V [CEC 2011],240,31.26504645,3180,3313.675805,389.5132537,-6.00E-06,2.61E-04,-9.47E-05,-1.96E-03,0.25,500,22,150,450
Carlo Gavazzi: ISGA 1 42 [240V] 240V [CEC 2018],240,32.6007,4160,4340.86,380,-4.67E-06,0.000323983,-6.21E-05,-0.000879904,0.2,400,11.4233,100,400
Carlo Gavazzi: ISGA 1 42 240V [CEC 2011],240,31.60170395,4160,4342.409314,388.56205,-4.41E-06,2.13E-04,-7.90E-05,-1.87E-03,0.2,500,28,150,450
Carlo Gavazzi: ISGA 1 53 [240V] 240V [CEC 2018],240,32.0862,5240,5489.16,380,-4.41E-06,-8.28E-05,-7.39E-05,-0.00160387,0.2,400,14.4451,100,400
Carlo Gavazzi: ISGA 1 53 240V [CEC 2011],240,32.45080794,5240,5495.829926,386.0825389,-4.70E-06,-2.51E-04,-9.69E-05,-2.34E-03,0.2,500,35.3,150,450
CFM Equipment Distributors: Green Power 1100 [120V] 120V [CEC 2018],120,22.0954,1100,1194.09,182,-2.06E-05,0.00200136,5.71E-05,0.000622579,3.6,380,6.56096,100,380
CFM Equipment Distributors: Green Power 1100 182V [CEC 2016],182,22.0954,1100,1194.09,182,-2.06E-05,0.00200136,5.71E-05,0.000622579,3.6,380,0.00289474,100,380
CFM Equipment Distributors: Green Power 2000 [240V] 240V [CEC 2018],240,24.4658,2000,2161.88,199,-1.28E-05,0.0017035,5.46E-05,0.000315045,3.6,380,10.8637,100,380
CFM Equipment Distributors: Green Power 2000 199V [CEC 2016],199,24.4658,2000,2161.88,199,-1.28E-05,0.0017035,5.46E-05,0.000315045,3.6,380,0.00526316,100,380
CFM Equipment Distributors: Green Power 2500 [240V] 240V [CEC 2018],240,42.7765,2500,2632.84,218,-1.36E-05,0.00205292,6.14E-05,0.00153033,3.9,400,12.0772,100,400
CFM Equipment Distributors: Green Power 2500 218V [CEC 2016],218,42.7765,2500,2632.84,218,-1.36E-05,0.00205292,6.14E-05,0.00153033,3.9,400,0.00625,100,400
CFM Equipment Distributors: Green Power 3000 [240V] 240V [CEC 2018],240,31.682,3000,3205.93,222.5,-8.21E-06,0.00170839,3.64E-05,0.000860073,3.63,380,14.4087,100,380
CFM Equipment Distributors: Green Power 3000 222.5V [CEC 2016],222.5,31.682,3000,3205.93,222.5,-8.21E-06,0.00170839,3.64E-05,0.000860073,3.63,380,0.00789474,100,380
CFM Equipment Distributors: Green Power 3500 [240V] 240V [CEC 2018],240,64.7742,3500,3641.84,263,-9.08E-06,0.0014167,3.46E-05,0.00121761,3.86,400,13.8473,100,400
CFM Equipment Distributors: Green Power 3500 263V [CEC 2016],263,64.7742,3500,3641.84,263,-9.08E-06,0.0014167,3.46E-05,0.00121761,3.86,400,0.00875,100,400
CFM Equipment Distributors: Green Power 4600 [208V] 208V [CEC 2018],208,54.5701,4600,4797.81,254,-6.00E-06,0.0013814,2.81E-05,0.000889166,4,400,18.889,100,400
CFM Equipment Distributors: Green Power 4600 254V [CEC 2016],254,54.5701,4600,4797.81,254,-6.00E-06,0.0013814,2.81E-05,0.000889166,4,400,0.0115,100,400
CFM Equipment Distributors: Green Power 4800 [240V] 240V [CEC 2018],240,85.1457,4800,4968.03,263,-6.16E-06,0.000586091,3.36E-05,0.000194973,4.1,400,18.8898,100,400
CFM Equipment Distributors: Green Power 4800 480V [CEC 2016],480,85.1457,4800,4968.03,263,-6.16E-06,0.000586091,3.36E-05,0.000194973,4.1,400,0.012,100,400
CFM Equipment Distributors: Green Power 5200 [240V] 240V [CEC 2018],240,65.4711,5200,5391.65,280,-4.71E-06,0.000675799,2.29E-05,0.000331787,4,400,19.2559,100,400
CFM Equipment Distributors: Green Power 5200 280V [CEC 2016],280,65.4711,5200,5391.65,280,-4.71E-06,0.000675799,2.29E-05,0.000331787,4,400,0.013,100,400
Chiconypower: MU300SAP2 [240V] 240V [CEC 2018],240,2.26962,290,301.427,31,-4.04E-05,0.0222524,-3.67E-05,0.0418531,0.1,43,9.72344,26,43
Chiconypower: MU300SAP2 240V [CEC 2013],240,1.986951985,289,300.4367287,30.7703778,-3.34E-05,1.79E-02,-8.22E-05,2.95E-02,0.1,54,11.5,22,54
Chilicon Power LLC: CP-250-60-208/240-MC4 [208V] 208V [CEC 2018],208,17.9366,220,239.955,28,-1.34E-05,0.0621485,0.00410267,-0.0134788,0.04,35,8.56981,24,35
Chilicon Power LLC: CP-250-60-208/240-MC4 [240V] 240V [CEC 2018],240,17.8287,220,239.633,28,-1.21E-05,0.0644456,0.00402587,-0.00970134,0.08,35,8.5583,24,35
Chilicon Power LLC: CP-250E-60/72-208/240-MC4 [208V] [SI1] 208V [CEC 2018],208,2.49459,277,291.337,30,-0.00012285,0.0535781,-0.00073668,-0.0181654,0.02,32,9.71125,28,32
Chilicon Power LLC: CP-250E-60/72-208/240-MC4 [208V] 208V [CEC 2018],208,2.49459,277,291.337,30,-0.00012285,0.0535781,-0.00073668,-0.0181654,0.02,32,9.71125,28,32
Chilicon Power LLC: CP-250E-60/72-208/240-MC4 [240V] [SI1] 240V [CEC 2018],240,2.44275,289,302.901,30,-0.000113061,0.0474597,-0.00100015,-0.0219502,0.06,32,10.0967,28,32
Chilicon Power LLC: CP-250E-60/72-208/240-MC4 [240V] 240V [CEC 2018],240,2.44275,289,302.901,30,-0.000113061,0.0474597,-0.00100015,-0.0219502,0.06,32,10.0967,28,32
Chilicon Power: CP-250-60-208/240-MC4 (208V) 208V [CEC 2016],208,17.9366,220,239.955,28,-1.34E-05,0.0621485,0.00410267,-0.0134788,0.04,35,0.0628571,24,35
Chilicon Power: CP-250-60-208/240-MC4 (240V) 208V [CEC 2016],208,17.8287,220,239.633,28,-1.21E-05,0.0644456,0.00402587,-0.00970134,0.08,35,0.0628571,24,35
Chilicon: CP-250-60-208-MC4 208V [CEC 2013],208,1.774548817,220,230.2423512,27.989,-1.35E-04,0.065603721,-4.87E-04,-7.86E-03,0.04,40,12,22,37
Chilicon: CP-250-60-240-MC4 240V [CEC 2013],240,1.747931092,220,229.2958237,28.04533333,-1.18E-04,6.49E-02,-5.91E-04,-9.93E-03,0.08,40,12,22,37
Chint Power Systems America: CPS SC100KT-O/xx-480 [480V] 480V [CEC 2018],480,611.163,100000,104271,430,-2.25E-07,0.00202539,3.08E-05,0.000773504,34,500,242.491,330,500
Chint Power Systems America: CPS SC100KT-O/xx-480 480V [CEC 2016],480,611.163,100000,104271,430,-2.25E-07,0.00202539,3.08E-05,0.000773504,34,500,0.2,330,500
Chint Power Systems America: CPS SC100KT-O-CA-480 480V [CEC 2012],480,603.4377153,100000,104292.1557,428.8971429,-2.25E-07,1.79E-03,3.27E-05,4.50E-04,34,600,350,330,500
Chint Power Systems America: CPS SC100KT-O-US-480 480V [CEC 2012],480,603.4377153,100000,104292.1557,428.8971429,-2.25E-07,1.79E-03,3.27E-05,4.50E-04,34,600,350,330,500
Chint Power Systems America: CPS SC14KTL-DO/xx-208 [208V] 208V [CEC 2018],208,38.1395,14000,14675.1,385,-1.37E-06,0.00139209,-3.03E-05,-0.000424051,4,540,38.1171,300,540
Chint Power Systems America: CPS SC14KTL-DO/xx-208 208V [CEC 2016],208,38.1395,14000,14675.1,385,-1.37E-06,0.00139209,-3.03E-05,-0.000424051,4,540,0.0259259,300,540
Chint Power Systems America: CPS SC20KTL-DO/xx-480 [480V] 480V [CEC 2018],480,65.5584,20000,20657.5,480,-6.40E-07,-0.000733748,-6.32E-05,-0.00424329,2,550,43.0365,300,550
Chint Power Systems America: CPS SC20KTL-DO/xx-480 480V [CEC 2016],480,65.5584,20000,20657.5,480,-6.40E-07,-0.000733748,-6.32E-05,-0.00424329,2,550,0.0363636,300,550
Chint Power Systems America: CPS SC20KTL-DO-CA-480 480V [CEC 2012],480,81.26705824,20000,20764.07981,425.5533491,-7.93E-07,-5.69E-04,-6.04E-05,-3.05E-03,2.2,600,35,300,550
Chint Power Systems America: CPS SC20KTL-DO-US-480 480V [CEC 2012],480,81.26705824,20000,20764.07981,425.5533491,-7.93E-07,-5.69E-04,-6.04E-05,-3.05E-03,2.2,600,35,300,550
Chint Power Systems America: CPS SCA23KTL-DO/US-480 [480V] 480V [CEC 2018],480,56.7846,23000,23426.2,720,-3.22E-07,0.000128191,-3.54E-05,0.000390902,1,800,32.5363,480,800
Chint Power Systems America: CPS SCA23KTL-DO/US-480 480V [CEC 2016],480,56.7846,23000,23426.2,720,-3.22E-07,0.000128191,-3.54E-05,0.000390902,1,800,0.02875,480,800
Chint Power Systems America: CPS SCA23KTL-DO-US-480 480V [CEC 2013],480,56.08090091,23000,23433.00451,718.1666667,-3.43E-07,3.66E-04,-3.61E-05,9.26E-04,1,1000,54,480,800
Chint Power Systems America: CPS SCA28KTL-DO/US-480 [480V] 480V [CEC 2018],480,55.859,28000,28571.4,725,-3.57E-07,-0.000269692,-3.41E-05,9.77E-05,0.9,800,39.4088,500,800
Chint Power Systems America: CPS SCA28KTL-DO/US-480 480V [CEC 2016],480,55.859,28000,28571.4,725,-3.57E-07,-0.000269692,-3.41E-05,9.77E-05,0.9,800,0.035,500,800
Chint Power Systems America: CPS SCA28KTL-DO-US-480 480V [CEC 2013],480,54.97958878,28000,28567.27168,721.9698413,-3.49E-07,-1.01E-04,-3.72E-05,-1.56E-05,0.9,1000,64,500,800
Chint Power Systems America: CPS SCA36KTL-DO/US [480V] [SI1] 480V [CEC 2018],480,80.0932,36000,36701.7,730,-2.33E-07,-0.00272724,-3.88E-05,-0.00119436,0,800,50.2763,540,800
Chint Power Systems America: CPS SCA36KTL-DO/US [480V] 480V [CEC 2018],480,80.0932,36000,36701.7,730,-2.33E-07,-0.00272724,-3.88E-05,-0.00119436,0,800,50.2763,540,800
Chint Power Systems America: CPS SCA36KTL-DO/US 730V [CEC 2016],730,80.0932,36000,36701.7,730,-2.33E-07,-0.00272724,-3.88E-05,-0.00119436,0,800,0.045,540,800
Chint Power Systems America: CPS SCA36KTL-DO-US 480V [CEC 2015],480,81.27193373,36000,36715.23851,730.1039683,-2.48E-07,-2.20E-03,-3.97E-05,-3.41E-04,0,1000,70,540,800
Chint Power Systems America: CPS SCA3KTL-O/US (208V) 208V [CEC 2016],208,20.4854,2860,2969.61,390,-8.05E-06,-0.000662713,-4.40E-05,-0.000687852,1,470,0.00608511,100,470
Chint Power Systems America: CPS SCA3KTL-O/US (240V) 240V [CEC 2016],240,19.0588,3000,3096.94,390,-6.15E-06,-0.000796703,-4.33E-05,-0.000770118,1,470,0.00638298,100,470
Chint Power Systems America: CPS SCA3KTL-O/US [208V] 208V [CEC 2018],208,20.4854,2860,2969.61,390,-8.05E-06,-0.000662713,-4.40E-05,-0.000687852,1,470,7.61439,100,470
Chint Power Systems America: CPS SCA3KTL-O/US [240V] 240V [CEC 2018],240,19.0588,3000,3096.94,390,-6.15E-06,-0.000796703,-4.33E-05,-0.000770118,1,470,7.94086,100,470
Chint Power Systems America: CPS SCA3KTL-O-US (208V) 208V [CEC 2014],208,20.61202689,2860,2973.649047,390.7334127,-8.53E-06,-9.15E-04,-6.02E-05,-9.21E-04,1,550,16,200,470
Chint Power Systems America: CPS SCA3KTL-O-US (240V) 240V [CEC 2014],240,20.13113712,3000,3100.093501,389.9627778,-6.60E-06,-9.80E-04,-6.07E-05,-1.14E-03,1,550,16,200,470
Chint Power Systems America: CPS SCA4KTL-O/US (208V) 208V [CEC 2016],208,26.4104,3810,3947.9,390,-6.05E-06,-0.000678322,-4.44E-05,-0.00101474,1,470,0.00810638,100,470
Chint Power Systems America: CPS SCA4KTL-O/US (240V) 240V [CEC 2016],240,26.1527,4020,4141.69,390,-4.56E-06,-0.000334655,-4.25E-05,-0.000725023,1,470,0.00855319,100,470
Chint Power Systems America: CPS SCA4KTL-O/US [208V] 208V [CEC 2018],208,26.4104,3810,3947.9,390,-6.05E-06,-0.000678322,-4.44E-05,-0.00101474,1,470,10.1228,100,470
Chint Power Systems America: CPS SCA4KTL-O/US [240V] 240V [CEC 2018],240,26.1527,4020,4141.69,390,-4.56E-06,-0.000334655,-4.25E-05,-0.000725023,1,470,10.6197,100,470
Chint Power Systems America: CPS SCA4KTL-O-US (208V) 208V [CEC 2014],208,26.59520052,3810,3950.261265,389.9521429,-5.94E-06,-7.67E-04,-6.13E-05,-1.35E-03,1,550,21,200,470
Chint Power Systems America: CPS SCA4KTL-O-US (240V) 240V [CEC 2014],240,26.43853242,4020,4145.779712,390.6587302,-4.73E-06,-2.89E-04,-5.75E-05,-6.97E-04,1,550,21,200,470
Chint Power Systems America: CPS SCA50KTL-DO/US-480 [480V] [SI1] 480V [CEC 2018],480,96.1106,50000,50831.5,730,-1.44E-07,-0.00361293,-2.43E-05,-0.00128937,0.88,850,69.6322,480,850
Chint Power Systems America: CPS SCA50KTL-DO/US-480 [480V] 480V [CEC 2018],480,96.1106,50000,50831.5,730,-1.44E-07,-0.00361293,-2.43E-05,-0.00128937,0.88,850,69.6322,480,850
Chint Power Systems America: CPS SCA50KTL-DO/US-480 480V [CEC 2016],480,702.982,50000,51993.2,730,-5.37E-08,-0.000571773,1.64E-05,-0.00391581,0.88,850,0.282353,480,850
Chint Power Systems America: CPS SCA5KTL-O US (208V) 208V [CEC 2016],208,25.1245,4610,4784.18,390,-5.90E-06,-0.000503519,-4.69E-05,-0.000597723,0.7,470,0.00980851,100,470
Chint Power Systems America: CPS SCA5KTL-O US (240V) 240V [CEC 2016],240,23.5435,5000,5160.9,390,-4.27E-06,-0.000993661,-5.10E-05,-0.00157647,1,470,0.0106383,100,470
Chint Power Systems America: CPS SCA5KTL-O US [208V] 208V [CEC 2018],208,25.1245,4610,4784.18,390,-5.90E-06,-0.000503519,-4.69E-05,-0.000597723,0.7,470,12.2671,100,470
Chint Power Systems America: CPS SCA5KTL-O US [240V] 240V [CEC 2018],240,23.5435,5000,5160.9,390,-4.27E-06,-0.000993661,-5.10E-05,-0.00157647,1,470,13.2331,100,470
Chint Power Systems America: CPS SCA5KTL-O-US (208V) 208V [CEC 2014],208,25.78401973,4610,4788.780007,390.2851587,-5.97E-06,-8.50E-04,-6.40E-05,-1.02E-03,0.7,550,26,200,470
Chint Power Systems America: CPS SCA5KTL-O-US (240V) 240V [CEC 2014],240,24.52366226,5000,5166.884308,389.8560317,-4.56E-06,-1.24E-03,-6.93E-05,-1.84E-03,1,550,26,200,470
Chint Power Systems America: CPS SCA60KTL-DO/US-480 [480V] [SI1] 480V [CEC 2018],480,96.218,60000,61067.7,730,-1.51E-07,-0.00371277,-2.46E-05,-0.00174064,0.88,850,83.6544,540,850
Chint Power Systems America: CPS SCA60KTL-DO/US-480 [480V] 480V [CEC 2018],480,95.6528,60000,61072.3,730,-1.48E-07,-0.00341481,-2.24E-05,-0.00119879,0.88,850,83.6607,540,850
Chint Power Systems America: CPS SCA60KTL-DO/US-480 480V [CEC 2016],480,95.6528,60000,61072.3,730,-1.48E-07,-0.00341481,-2.24E-05,-0.00119879,0.88,850,0.0705882,540,850
Chint Power Systems America: CPS SCA6KTL-O US (208V) 208V [CEC 2016],208,36.6961,5500,5698.26,380,-3.83E-06,-0.000347898,-3.47E-05,-0.000584445,1,470,0.0117021,100,470
Chint Power Systems America: CPS SCA6KTL-O US (240V) 240V [CEC 2016],240,36.0885,6000,6182.44,380,-2.92E-06,-0.000593032,-3.96E-05,-0.0013788,1,470,0.012766,100,470
Chint Power Systems America: CPS SCA6KTL-O US [208V] 208V [CEC 2018],208,36.6961,5500,5698.26,380,-3.83E-06,-0.000347898,-3.47E-05,-0.000584445,1,470,14.9954,100,470
Chint Power Systems America: CPS SCA6KTL-O US [240V] 240V [CEC 2018],240,36.0885,6000,6182.44,380,-2.92E-06,-0.000593032,-3.96E-05,-0.0013788,1,470,16.2696,100,470
Chint Power Systems America: CPS SCA6KTL-O-US (208Vac) 208V [CEC 2014],208,37.75574983,5500,5703.047226,379.5427381,-3.95E-06,-3.41E-04,-4.88E-05,-7.68E-04,1,550,32,200,470
Chint Power Systems America: CPS SCA6KTL-O-US (240Vac) 240V [CEC 2014],240,36.99441467,6000,6187.102703,379.7206349,-2.99E-06,-6.73E-04,-5.33E-05,-1.71E-03,1,550,32,200,470
Chint Power Systems America: CPS SCE4KTL-O US  (208V) 208V [CEC 2016],208,22.0681,3690,3792.55,360,-3.53E-06,0.000790759,5.11E-06,-0.000436408,0.21,470,0.00785106,100,470
Chint Power Systems America: CPS SCE4KTL-O US  (240V) 240V [CEC 2016],240,22.3227,3980,4083.11,360,-1.70E-06,-0.000994835,-2.20E-05,-0.00355877,0.16,450,0.00884444,100,450
Chint Power Systems America: CPS SCE4KTL-O US  (277V) 277V [CEC 2016],277,30.9639,3980,4076.24,360,-3.42E-06,-0.000824447,-2.64E-05,-0.000306419,0.11,450,0.00884444,100,450
