pdco,reason,name,paco,mppt_hi,pso,mppt_low,idcmax,vdco
3637.575560,Vdcmax <= 0 ,Open Energy (Original Mfg - PV Powered): Solar Save 3500 240V [CEC 2006],3500,400,55.521595,200,0,265.136667
4791.744423,Vdcmax <= 0 ,Open Energy (Original Mfg - PV Powered): Solar Save 4600 208V [CEC 2005],4600,400,50.978846,205,0,255.207222
4960.932584,Vdcmax <= 0 ,Open Energy (Original Mfg - PV Powered): Solar Save 4800 240V [CEC 2006],4800,400,74.683638,200,0,266.477778
5384.828287,Vdcmax <= 0 ,Open Energy (Original Mfg - PV Powered): Solar Save 5200 240V [CEC 2005],5200,400,57.555459,240,0,281.507778
3385.978604,MPPT_low > Vdco or MPPT_hi < Vdco,OutBack Power Systems: GVFX3648 120V [CEC 2005],3037.300000,135,65.755713,66,60,51.018333
2808.533900,Vdcmax <= 0 ,Outback Power Systems: GTFX3048 120V [CEC 2009],2560,68,62.492484,42,0,52
105307.999100,Vdcmax <= 0 ,PV Powered: PVP100KW (208) 208V [CEC 2008],100000,480,416.372045,295,0,342.091667
104836.928700,Vdcmax <= 0 ,PV Powered: PVP100KW (480) 480V [CEC 2008],100000,480,463.386831,295,0,342.363333
1182.625898,Vdcmax <= 0 ,PV Powered: PVP1100 120V [CEC 2008],1100,380,25.183436,150,0,208.354167
1193.772417,Vdcmax <= 0 ,PV Powered: PVP1100EVR 120V [CEC 2008],1100,380,21.863705,115,0,182.385417
2151.267723,Vdcmax <= 0 ,PV Powered: PVP2000-120 120V [CEC 2005],2000,320,32.022020,135,0,183.063333
2161.379428,Vdcmax <= 0 ,PV Powered: PVP2000EVR 240V [CEC 2008],2000,380,24.598379,115,0,199.525000
260230.019000,Vdcmax <= 0 ,PV Powered: PVP250kW-480 480V [CEC 2011],249500,0,633.678200,0,0,341.162500
259426.580000,Vdcmax <= 0 ,PV Powered: PVP250kW-600 600V [CEC 2011],249500,0,961.239595,0,0,341.472333
3019.671154,MPPT_low <= 0 or MPPT_hi <=0,PV Powered: PVP2800-208 208V [CEC 2008],2800,0,44.783252,0,15,231.105185
2950.891012,Vdcmax <= 0 ,PV Powered: PVP2800XV 240V [CEC 2005],2800,400,38.358070,170,0,229.439333
3203.453447,Vdcmax <= 0 ,PV Powered: PVP3000 240V [CEC 2008],3000,380,31.412680,170,0,223.239583
31961.353320,Vdcmax <= 0 ,PV Powered: PVP30KW (208) 208V [CEC 2007],30000,480,277.028938,330,0,368.956905
31921.990800,Vdcmax <= 0 ,PV Powered: PVP30KW (480) 480V [CEC 2007],30000,480,267.581587,330,0,368.448333
32146.030480,Vdcmax <= 0 ,PV Powered: PVP30KW LV (208) 208V [CEC 2008],30000,480,323.212456,295,0,342.263889
