Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_pmp,BIPV,Version,Date,solve_return_code,solve_pass
JA Solar JAM6-72-320/SI,JA Solar,Mono-c-Si,0,320.0,289.0,1.938396,1.956,0.991,72.0,8.99,45.86,8.57,37.35,0.0035960000000000002,-0.14216600000000001,47.5,1.8220587507161317,8.990003071761869,1.0540373733265674e-10,0.34162936207306444,999991.7430386407,6.770170571049635,-0.42,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP6-72-320/3BB,JA Solar,Multi-c-Si,0,320.0,289.2,1.938396,1.956,0.991,72.0,8.97,45.75,8.52,37.56,0.004485,-0.141825,47.9,1.8198176866568787,8.97039577221504,1.0824162969250337e-10,0.3197878925002817,7247.8564131360445,6.8980312251740985,-0.41,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP6-72-320/4BB,JA Solar,Multi-c-Si,0,320.0,296.5,1.938396,1.956,0.991,72.0,9.06,46.22,8.56,37.38,0.0038052000000000003,-0.1391222,43.46,1.7703159387565686,9.065519225179827,4.124693775618847e-11,0.4108580411476043,674.4377928456191,1.91586370874322,-0.388,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP6-72-320/4BB/RE,JA Solar,Multi-c-Si,0,320.0,293.1,1.938396,1.956,0.991,72.0,9.05,46.48,8.74,37.17,0.004344000000000001,-0.1399048,46.25,1.7844622717478669,9.050283967738181,4.409402984479972e-11,0.3743779109143049,11931.365984722646,2.3764465356171924,-0.385,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP72S01-320/SC,JA Solar,Multi-c-Si,0,320.0,295.4,1.88,,,72.0,9.09,46.12,8.58,37.28,0.0040904999999999995,-0.1397436,44.53,1.7706699155520196,9.096337605312595,4.3974094675721874e-11,0.41027825847026206,588.4603682596572,1.7008645919725585,-0.387,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-325/PR,JA Solar,Mono-c-Si,0,325.0,304.2,1.63,,,60.0,10.23,40.56,9.6,33.87,0.0042966,-0.10788960000000002,44.62,1.4898975985454326,10.242164282559404,1.5055563912819706e-11,0.21221552080860334,178.47043349516036,5.394067523437665,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S17-325/MR,JA Solar,Mono-c-Si,0,325.0,301.1,1.63,,,60.0,10.23,40.87,9.57,33.97,0.004194300000000001,-0.10667070000000001,47.59,1.4935508316275719,10.245524970522672,1.3031174749610644e-11,0.23410398253054107,154.26011567586224,6.200196475315371,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM6-72-325/SI,JA Solar,Mono-c-Si,0,325.0,293.6,1.938396,1.956,0.991,72.0,9.06,46.02,8.67,37.49,0.003624,-0.142662,47.5,1.8249217665950537,9.1297961273837,1.0200686026236436e-10,0.3547913824455645,999999.9407494948,6.360987248825208,-0.42,N,2025.7.3,6/23/2025,-2.0,bootstrapping
JA Solar JAP6-72-325/3BB,JA Solar,Multi-c-Si,0,325.0,293.8,1.938396,1.956,0.991,72.0,9.03,45.9,8.59,37.84,0.004515,-0.14229,47.9,1.829527399649646,9.030003164876208,1.1479196610937718e-10,0.2973536797778791,848509.9468796654,7.345330264570934,-0.41,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP6-72-325/4BB,JA Solar,Multi-c-Si,0,325.0,301.2,1.938396,1.956,0.991,72.0,9.14,46.48,8.67,37.49,0.0038388000000000007,-0.1399048,43.46,1.77433796834755,9.141652157727629,3.8321106778123466e-11,0.4229122965526476,2339.6160809134244,1.2248829780577797,-0.388,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP6-72-325/4BB/RE,JA Solar,Multi-c-Si,0,325.0,297.8,1.938396,1.956,0.991,72.0,9.21,46.98,8.64131879819197,37.61000000000001,0.004420800000000001,-0.1414098,46.25,1.8004263992133813,9.222670235365761,4.224857946068572e-11,0.46164887217513423,335.5727913650488,1.9228947282970845,-0.385,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S01-325/SC,JA Solar,Multi-c-Si,0,325.0,300.1,1.88,,,72.0,9.17,46.38,8.69,37.39,0.0041265,-0.1405314,44.53,1.7746812186011711,9.172476596961074,4.0842308612870465e-11,0.42231827023582813,1563.701765145998,1.009104963792581,-0.387,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S09-325/SC,JA Solar,Multi-c-Si,0,325.0,298.8,1.938,,,72.0,9.28,45.56,8.81,36.9,0.00464,-0.1362244,45.32,1.7571277064871924,9.280822758986154,5.086424657860953e-11,0.38463040505684637,4338.295633565404,4.025904476075985,-0.389,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-330/MR,JA Solar,Mono-c-Si,0,330.0,305.9,1.63,,,60.0,10.3,41.08,9.64,34.24,0.003193,-0.1063972,47.27,1.495204515344705,10.314923741574917,1.1752118395866977e-11,0.22418047248138412,154.7238551608045,6.210180259077927,-0.341,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-330/PR,JA Solar,Mono-c-Si,0,330.0,309.0,1.63,,,60.0,10.3,40.84,9.67,34.13,0.004326000000000001,-0.10863440000000002,44.62,1.5004404032113545,10.311806974037658,1.5236457853642063e-11,0.20916349985905508,182.46707840485143,5.436265285527309,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S17-330/MR,JA Solar,Mono-c-Si,0,330.0,305.9,1.63,,,60.0,10.3,41.08,9.64,34.24,0.004223,-0.1072188,47.59,1.503003647453466,10.314658801719743,1.355602346397415e-11,0.22237065353226515,156.2486336042747,6.4813696246765575,-0.336,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM6-72-330/SI,JA Solar,Mono-c-Si,0,330.0,298.3,1.938396,1.956,0.991,72.0,9.13,46.47,8.7,37.93,0.0036520000000000003,-0.144057,47.5,1.8478039121714969,9.130003037299923,1.0926866521425825e-10,0.3326224674288577,999999.9469615101,6.946820296351876,-0.42,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP6-72-330/3BB,JA Solar,Multi-c-Si,0,330.0,298.5,1.938396,1.956,0.991,72.0,9.09,46.05,8.66,38.11,0.0045449999999999996,-0.142755,47.9,1.8400080367022211,9.09000244154978,1.22869968093687e-10,0.26855830931990643,999999.983699844,7.877448580378454,-0.41,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP6-72-330/4BB,JA Solar,Multi-c-Si,0,330.0,306.0,1.938396,1.956,0.991,72.0,9.22,46.48,8.77659574468085,37.6,0.0038724000000000002,-0.1399048,43.46,1.7766210338944413,9.220003664995502,4.005961451047614e-11,0.39747052118800674,999996.522260278,1.509648700641174,-0.388,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP6-72-330/4BB/RE,JA Solar,Multi-c-Si,0,330.0,302.5,1.938396,1.956,0.991,72.0,9.370000000000001,47.48,8.672798948751641,38.050000000000004,0.0044976,-0.1429148,46.25,1.8329446232002349,9.397394858215943,5.1146892993864015e-11,0.4540024336591197,155.2847195946332,3.4137819677763868,-0.385,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S01-330/SC,JA Solar,Multi-c-Si,0,330.0,304.2,1.884,,,72.0,9.28,46.4,8.77,37.65,0.0040831999999999995,-0.137344,45.11,1.776506901061669,9.28555592658072,4.1806440996591443e-11,0.38705852005193386,646.4994075774649,3.5342738692513143,-0.385,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S09-330/SC,JA Solar,Multi-c-Si,0,330.0,303.5,1.938,,,72.0,9.35,45.83,8.88,37.18,0.004675,-0.13703169999999998,45.32,1.7687532589555435,9.350586378771055,5.218191411587843e-11,0.37597701243491183,5995.07275359858,4.176647387344089,-0.389,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-335/MR,JA Solar,Mono-c-Si,0,335.0,310.7,1.63,,,60.0,10.38,41.32,9.72,34.48,0.0032178000000000003,-0.10701880000000001,47.27,1.5044307427308294,10.394405962136187,1.1956148463691639e-11,0.2190816275541602,157.85598207076472,6.28991657565699,-0.341,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-335/PR,JA Solar,Mono-c-Si,0,335.0,313.8,1.63,,,60.0,10.38,41.12,9.75,34.36,0.004359600000000001,-0.10937920000000001,44.62,1.5102685402804377,10.391588746280748,1.5237482993820397e-11,0.2094964747008138,187.6452692903773,5.368455033842454,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM6-72-335/SI,JA Solar,Mono-c-Si,0,335.0,303.0,1.938396,1.956,0.991,72.0,9.21,46.76,8.76,38.24,0.0036840000000000006,-0.144956,47.5,1.859414999785349,9.210003684611905,1.103449137251227e-10,0.33723637619346297,843059.8514405681,6.956087188380752,-0.42,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-335/PR,JA Solar,Mono-c-Si,0,335.0,309.1,1.884,,,72.0,9.38,46.68,8.83,37.96,0.0047838,-0.13210439999999998,45.85,1.7698746419330826,9.389744494241507,3.253125737992476e-11,0.379880488595471,365.6710107604919,5.985492291159498,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP6-72-335/4BB/RE,JA Solar,Multi-c-Si,0,335.0,307.3,1.938396,1.956,0.991,72.0,9.530000000000001,47.98,8.72,38.49,0.0045744,-0.1444198,46.25,1.8642644347669561,9.56987988763181,6.062939694217157e-11,0.44612759805301827,106.61003123840555,4.741101465738257,-0.385,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S01-335/SC,JA Solar,Multi-c-Si,0,335.0,309.0,1.884,,,72.0,9.35,46.7,8.87,37.83,0.004114,-0.138232,45.11,1.7831062745789783,9.351982342185282,3.939640633824548e-11,0.3949334514943326,1862.7602779260628,2.9614554593191715,-0.385,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S09-335/SC,JA Solar,Multi-c-Si,0,335.0,308.2,1.938,,,72.0,9.42,46.1,8.95,37.45,0.004710000000000001,-0.137839,45.32,1.7801240600478463,9.420338716125588,5.3321701738644346e-11,0.36876054139537034,10255.568704173544,4.2945857827693565,-0.389,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-340/MR,JA Solar,Mono-c-Si,0,340.0,315.4,1.63,,,60.0,10.46,41.55,9.79,34.73,0.0032426000000000004,-0.1076145,47.27,1.5144467631612897,10.4744657944848,1.2403181508412332e-11,0.21176481829918103,153.12397863567875,6.543413629668853,-0.341,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-340/PR,JA Solar,Mono-c-Si,0,340.0,318.6,1.63,,,60.0,10.46,41.36,9.82,34.63,0.004393200000000001,-0.11001760000000001,44.62,1.5210193294238974,10.471638313610484,1.5883595321223592e-11,0.20093394305724233,180.59050535198776,5.661282177231198,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-340/PR,JA Solar,Mono-c-Si,0,340.0,313.9,1.884,,,72.0,9.46,46.86,8.91,38.18,0.004824600000000001,-0.1326138,45.85,1.778049952610551,9.469247209869941,3.348651211455313e-11,0.36853791685019727,377.0184541615936,6.159526011178222,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S01-340/SC,JA Solar,Multi-c-Si,0,340.0,313.7,1.884,,,72.0,9.42,47.0,8.97,38.02,0.0041448,-0.13912,45.11,1.792963999071176,9.420003704084566,3.88720126880664e-11,0.3931816434153296,999994.8641911113,2.780028977043158,-0.385,N,2025.7.3,6/23/2025,2.0,first_pass
JA Solar JAP72S09-340/SC,JA Solar,Multi-c-Si,0,340.0,312.9,1.938,,,72.0,9.48,46.39,9.01,37.74,0.004740000000000001,-0.1387061,45.32,1.7924086647647703,9.480156910688825,5.452304689704333e-11,0.3617133116478112,21853.50207188502,4.427928699956283,-0.389,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM60S10-345/MR,JA Solar,Mono-c-Si,0,345.0,320.2,1.63,,,60.0,10.54,41.76,9.86,34.99,0.0032673999999999997,-0.1081584,47.27,1.5243204352429318,10.55430218479743,1.2996919001851733e-11,0.2013437823857935,148.38036959347502,6.885296331281748,-0.341,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-345/PR,JA Solar,Mono-c-Si,0,345.0,318.6,1.884,,,72.0,9.54,47.05,8.99,38.39,0.0048654,-0.13315149999999998,45.85,1.786160884667179,9.548791249215348,3.42375877064743e-11,0.3598179769754227,390.4636865449471,6.276180055875226,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAP72S09-345/SC,JA Solar,Multi-c-Si,0,345.0,317.6,1.938,,,72.0,9.55,46.68,9.07,38.04,0.0047750000000000015,-0.13957319999999998,45.32,1.804144477510699,9.550009030317694,5.535631881968343e-11,0.3534476997409365,373498.9535286113,4.493092519012186,-0.389,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-350/PR,JA Solar,Mono-c-Si,0,350.0,323.3,1.884,,,72.0,9.61,47.24,9.07,38.58,0.004901099999999999,-0.1336892,45.85,1.792879145621405,9.617460993195166,3.4298309420282256e-11,0.35420449055399256,456.22681716330834,6.222713150024108,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-355/PR,JA Solar,Mono-c-Si,0,355.0,328.1,1.884,,,72.0,9.69,47.45,9.16,38.76,0.0049419,-0.1342835,45.85,1.799675517919706,9.696129666196228,3.4057342962385604e-11,0.3518060330408742,556.1478112254955,6.084732499768604,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-360/PR,JA Solar,Mono-c-Si,0,360.0,332.8,1.884,,,72.0,9.78,47.66,9.24,38.96,0.0049878,-0.1348778,45.85,1.8088126537311693,9.78665606712597,3.494076434800238e-11,0.34652908599816123,509.1677254722833,6.2276799742632445,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-365/PR,JA Solar,Mono-c-Si,0,365.0,337.6,1.884,,,72.0,9.85,47.93,9.31,39.21,0.0050235,-0.13564189999999998,45.85,1.8194053125685032,9.85632462967204,3.5381896055050615e-11,0.3423839389144793,533.2299227284925,6.272789300454449,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D09-370/BP,JA Solar,Mono-c-Si,1,370.0,343.4,1.973,,,72.0,9.91,48.2,9.39,39.41,0.004063100000000001,-0.13014,45.1,1.791313239523696,9.915046438512144,2.029562810471894e-11,0.3530913252473655,693.3869844968724,6.597488515703892,-0.362,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-370/PR,JA Solar,Mono-c-Si,0,370.0,343.6,1.88,,,72.0,9.91,48.18,9.38,39.45,0.0041622000000000004,-0.130086,44.91,1.8085512069688343,9.91560406098503,2.6495211170204027e-11,0.3423506071720238,605.3992824618421,8.910540083498379,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D09-375/BP,JA Solar,Mono-c-Si,1,375.0,348.2,1.973,,,72.0,9.97,48.51,9.44,39.73,0.0040877000000000005,-0.130977,45.1,1.8049915033428579,9.975726675957414,2.1064224628961967e-11,0.3450832104254154,600.781272175013,6.870212564392142,-0.362,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-375/PR,JA Solar,Mono-c-Si,0,375.0,348.4,1.88,,,72.0,9.98,48.45,9.44,39.75,0.0041916,-0.13081500000000001,44.91,1.8211160061110931,9.986188981632655,2.7620543799137607e-11,0.33217754784792486,535.650645105063,9.21884017965277,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S09-375/PR,JA Solar,Mono-c-Si,0,375.0,349.4,1.938,,,72.0,10.06,48.47,9.55,39.27,0.0038228000000000003,-0.1298996,44.35,1.7835952450349462,10.063213120667339,1.58086767819102e-11,0.395169025033058,1237.2397321971262,5.147303202239176,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D09-380/BP,JA Solar,Mono-c-Si,1,380.0,353.0,1.973,,,72.0,10.03,48.81,9.5,40.02,0.0041123,-0.13178700000000002,45.1,1.8168899566559102,10.035455248234241,2.1428916278170247e-11,0.3397664835300924,624.6934602355708,6.965784706453049,-0.362,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-380/PR,JA Solar,Mono-c-Si,0,380.0,353.2,1.88,,,72.0,10.05,48.71,9.5,40.03,0.004221000000000001,-0.13151700000000002,44.91,1.8330305686182553,10.056739061087066,2.8665498677803932e-11,0.32349953684502114,482.43670113624654,9.488747481846454,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S09-380/PR,JA Solar,Mono-c-Si,0,380.0,354.2,1.938,,,72.0,10.12,48.75,9.6,39.59,0.0038456,-0.13065000000000002,44.35,1.7966318274455497,10.12409487080453,1.655593543123171e-11,0.3839308567620433,948.8407757520977,5.494719618165244,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S31-385/MR,JA Solar,Mono-c-Si,0,385.0,359.1,1.9,,,54.0,13.52,36.71,12.64,30.46,0.006083999999999999,-0.09507890000000001,46.24,1.3350355085783134,13.541942133326556,1.5064857374598896e-11,0.1648408900183181,101.56938014850977,5.815606592603904,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D09-385/BP,JA Solar,Mono-c-Si,1,385.0,357.7,1.973,,,72.0,10.09,49.11,9.55,40.33,0.004136900000000001,-0.132597,45.1,1.8301587346858081,10.096088940098221,2.2210212417999786e-11,0.33206892575919045,550.2723535531688,7.228130867310036,-0.362,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S01-385/PR,JA Solar,Mono-c-Si,0,385.0,357.9,1.88,,,72.0,10.11,48.98,9.56,40.29,0.0042462,-0.132246,44.91,1.8437825801305812,10.116459667214157,2.9092454270504767e-11,0.3187741777056659,498.9122344993591,9.565782279909916,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S09-385/PR,JA Solar,Mono-c-Si,0,385.0,359.0,1.94,,,72.0,10.17,49.04,9.65,39.9,0.0038645999999999997,-0.13142720000000002,44.35,1.808801692157367,10.173913737426439,1.7013761562869033e-11,0.3753988898694964,975.488748710708,5.685446450201624,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-385/PR,JA Solar,Mono-c-Si,0,385.0,360.2,1.95,,,72.0,10.11,48.62,9.57,40.24,0.0042462,-0.1293292,44.62,1.7705743055366432,10.116876093267456,1.1873554637537733e-11,0.30162484519814037,443.48252569044183,3.4401350312425993,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-390/MB,JA Solar,Mono-c-Si,1,390.0,365.2,1.9,,,54.0,13.61,36.85,12.73,30.64,0.005444,-0.091388,45.62,1.3218656762023027,13.632009755291852,1.03690892018794e-11,0.1620477829426265,100.20423572709412,7.24167225228924,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S31-390/MR,JA Solar,Mono-c-Si,0,390.0,363.9,1.9,,,54.0,13.61,36.85,12.73,30.64,0.0061245,-0.0954415,46.24,1.3412388445583618,13.630986749812031,1.552013112361156e-11,0.15863764428940935,102.87721374626646,6.0138686729611255,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D09-390/BP,JA Solar,Mono-c-Si,1,390.0,362.5,1.973,,,72.0,10.14,49.42,9.6,40.63,0.0041574,-0.13343400000000002,45.1,1.842517402715529,10.145857308992884,2.2588651939430275e-11,0.3270695856508627,566.2131991179673,7.331083799863449,-0.362,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D10-390/MB,JA Solar,Mono-c-Si,1,390.0,366.1,1.987,,,72.0,10.02,49.05,9.4,41.49,0.0039077999999999995,-0.1290015,44.06,1.792115238218164,10.02996856828451,1.2709913793887435e-11,0.20245597058094456,203.50052010649674,5.3758607078073455,-0.331,N,2025.7.3,6/23/2025,4.0,bootstrapping
JA Solar JAM72S09-390/PR,JA Solar,Mono-c-Si,0,390.0,363.8,1.938,,,72.0,10.22,49.35,9.7,40.21,0.0038836000000000005,-0.13225800000000001,44.35,1.821334234195103,10.223722139741941,1.738201060290974e-11,0.36904556299634506,1013.300423247564,5.826261373507379,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-390/PR,JA Solar,Mono-c-Si,0,390.0,365.0,1.95,,,72.0,10.16,48.91,9.62,40.55,0.0042672000000000005,-0.1301006,44.62,1.782442196117874,10.166604085236411,1.2176905952780945e-11,0.2935959417575413,451.6802381093647,3.610326443655502,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-395/MB,JA Solar,Mono-c-Si,1,395.0,370.0,1.9,,,54.0,13.7,36.98,12.81,30.84,0.00548,-0.09171039999999998,45.62,1.3286928884286866,13.72149205231789,1.0915210621145526e-11,0.15331926892740827,97.73259240940827,7.636356315175947,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S31-395/MR,JA Solar,Mono-c-Si,0,395.0,368.7,1.9,,,54.0,13.7,36.98,12.81,30.84,0.006164999999999999,-0.0957782,46.24,1.3482103786566906,13.720481941211272,1.634149808070472e-11,0.14989745495489556,100.26369657200392,6.405064968866831,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D10-395/MB,JA Solar,Mono-c-Si,1,395.0,370.9,1.987,,,72.0,10.08,49.31,9.46,41.76,0.0039312,-0.1296853,44.06,1.802353170836297,10.089573524365708,1.2934783681267908e-11,0.19633410904318824,206.72092616134637,5.4735710661564365,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S09-395/PR,JA Solar,Mono-c-Si,0,395.0,368.6,1.938,,,72.0,10.27,49.64,9.76,40.48,0.0039026,-0.13303520000000002,44.35,1.827596812447515,10.270008203859181,1.6426347164193897e-11,0.3662215136927821,458460.62159847305,5.2846627677568625,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-395/MR,JA Solar,Mono-c-Si,0,395.0,369.7,1.95,,,72.0,10.27,49.3,9.62,41.06,0.0040053,-0.131631,44.08,1.8278459080711098,10.283500078818085,1.9412297935684348e-11,0.2655679562005264,202.0271852074537,7.1933383262772415,-0.349,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-395/PR,JA Solar,Mono-c-Si,0,395.0,369.8,1.95,,,72.0,10.21,49.21,9.67,40.85,0.004288200000000001,-0.1308986,44.62,1.79426962857069,10.21636205811703,1.2407855372805581e-11,0.2878830063441169,462.0023056173988,3.726524659641803,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-400/MB,JA Solar,Mono-c-Si,1,400.0,374.8,1.9,,,54.0,13.79,37.07,12.9,31.01,0.005516,-0.0919336,45.62,1.33365787516165,13.810186943691576,1.1393948939624857e-11,0.1442883283938964,98.56550912030386,7.9552196627439535,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S30-400/MR,JA Solar,Mono-c-Si,0,400.0,374.7,1.9,,,54.0,13.79,37.07,12.9,30.01,0.005378099999999999,-0.09601130000000001,45.02,1.3288732279099347,13.818559929308089,1.0348162188013556e-11,0.23038572802046656,111.2404434797153,2.532771611641879,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S31-400/MR,JA Solar,Mono-c-Si,0,400.0,373.5,1.9,,,54.0,13.79,37.07,12.9,31.01,0.006205499999999999,-0.09601130000000001,46.24,1.353284226263126,13.80920712319246,1.7061686124359672e-11,0.1408641666346571,101.13523221126577,6.721298939861614,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D10-400/MB,JA Solar,Mono-c-Si,1,400.0,375.7,1.987,,,72.0,10.14,49.57,9.52,42.02,0.0039546,-0.13036910000000002,44.06,1.8123732092395892,10.14924003361269,1.3118520640128223e-11,0.19149253545722256,210.14364191929704,5.5421753571037025,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S09-400/PR,JA Solar,Mono-c-Si,0,400.0,373.3,1.94,,,72.0,10.33,49.92,9.81,40.78,0.0039254,-0.1337856,44.35,1.8442916534215943,10.333298608928416,1.8079137724530222e-11,0.35691320682104144,1117.7176911366128,6.070292563152046,-0.361,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-400/MR,JA Solar,Mono-c-Si,0,400.0,374.5,1.95,,,72.0,10.33,49.58,9.68,41.33,0.0040287000000000005,-0.1323786,44.08,1.8387100709991164,10.343125889664522,1.9671917883370206e-11,0.2611967713553905,205.56036433038815,7.256728794493029,-0.349,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-400/PR,JA Solar,Mono-c-Si,0,400.0,374.6,1.95,,,72.0,10.26,49.5,9.72,41.17,0.0043092,-0.13167,44.62,1.8063517547066346,10.266090167553282,1.2759157646784542e-11,0.2788323064180172,469.7439710497149,3.9203594564741793,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-405/MB,JA Solar,Mono-c-Si,1,405.0,379.6,1.9,,,54.0,13.87,37.23,12.98,31.21,0.005548,-0.09233039999999999,45.62,1.3405633661389011,13.889241610019424,1.1739593311939629e-11,0.13826834633764595,99.66847709114374,8.166511087248145,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S30-405/MR,JA Solar,Mono-c-Si,0,405.0,379.6,1.9,,,54.0,13.87,37.23,12.98,31.21,0.0054093,-0.09642569999999999,45.02,1.3579495378539008,13.88839691427241,1.6761733262149153e-11,0.135248395804899,101.96792939447195,6.599564561682153,-0.333,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54S31-405/MR,JA Solar,Mono-c-Si,0,405.0,378.3,1.9,,,54.0,13.87,37.23,12.98,31.21,0.0062415,-0.09642569999999999,46.24,1.3603153436672515,13.888283627233273,1.7581658327665847e-11,0.13483856674458589,102.28883486317733,6.930890857160111,-0.329,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72D10-405/MB,JA Solar,Mono-c-Si,1,405.0,380.5,1.987,,,72.0,10.2,49.82,9.58,42.28,0.003978,-0.13102660000000002,44.06,1.822210628437231,10.20887116305681,1.3339566918952712e-11,0.18566180361596168,213.47261795982118,5.633537988671331,-0.331,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-405/MR,JA Solar,Mono-c-Si,0,405.0,379.3,1.95,,,72.0,10.39,49.86,9.74,41.6,0.0040521,-0.1331262,44.08,1.8495733421462077,10.402759754166198,1.9932334184547086e-11,0.2568803139509202,209.17224898440142,7.319293249104936,-0.349,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM72S10-405/PR,JA Solar,Mono-c-Si,0,405.0,379.4,1.95,,,72.0,10.32,49.81,9.77,41.46,0.0043344,-0.13249460000000002,44.62,1.8189752821065066,10.326588951050619,1.3078063387644217e-11,0.27511146469411196,430.8956484357259,4.082987587755991,-0.338,N,2025.7.3,6/23/2025,4.0,first_pass
JA Solar JAM54D30-410/MB,JA Solar,Mono-c-Si,1,410.0,384.4,1.9,,,54.0,13.95,37.32,13.04,31.45,0.00558,-0.09255360000000001,45.62,1.3480342678378694,13.96840703270985,1.285911265031798e-11,0.12329209142192539,93.43845396202975,8.928417943037154,-0.323,N,2025.7.3,6/23/2025,4.0,first_pass
