paco,name,reason,pdco,mppt_hi,pso,mppt_low,idcmax,vdco
6500,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-6500f (208V) 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,6873.63,0,35.4935,0,0,364.628
6500,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-6500f (240V) 240V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,6815.02,0,33.4898,0,0,388.549
6500,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-6500f (277V) 277V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,6778.48,0,25.4388,0,0,327.717
7600,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-8000f (208V) 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,8083.34,0,43.0574,0,0,364.647
8000,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-8000f (240V) 240V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,8420.02,0,34.8519,0,0,388.714
8000,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-8000f (277V) 277V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,8379.42,0,26.9116,0,0,327.884
3600,Sunset: SUNstring 5000 240V [CEC 2007],MPPT_low > Vdco || MPPT_hi < Vdco,3856.22,600,32.452,340,43,178.627
2500000,TMEIC: PVH-L2500GR-EG 900V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,2540000,120,1997.86,800,20.8333,900
251.5,Ubiquiti Networks International: SM-MI-250 240V [CEC 2015],MPPT_low <= 0 || MPPT_hi <=0,264.606,0,0.525179,0,0,29.9102
3297,Xantrex Technology: SW4024 26.8V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,3970.9,30,30.0571,100,0.1099,26.8
3297,Xantrex Technology: SW4024 [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,3970.91,30,30.0571,100,148.168,26.8
3211,Xantrex Technology: SW4048 53.2V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,3779.19,60,28.7841,100,0.0535167,53.2
3211,Xantrex Technology: SW4048 [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,3779.19,60,28.7841,100,71.0373,53.2
4265,Xantrex Technology: SW5548 53.2V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,4948.16,60,29.873,100,0.0710833,53.2
4265,Xantrex Technology: SW5548 [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,4948.16,60,29.873,100,93.0104,53.2
5200,,,5382.86,400,62.4867,240,19.2245,280
