Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Vietnam Sunergy Joint Stock Company,VSUN525-144M,525 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,525,484.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.63,49.2,12.74,41.2,46.5,-0.379,0.06,-0.292,,,2.6,40.87,10.21,38.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN525-144M-BB,525 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,525,484.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.63,49.2,12.74,41.2,46.5,-0.379,0.06,-0.292,,,2.6,40.87,10.21,38.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN525-144M-BW,525 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,525,484.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.63,49.2,12.74,41.2,46.5,-0.379,0.06,-0.292,,,2.6,40.87,10.21,38.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN525-144MH,525 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,525,485.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.63,49.2,12.74,41.2,45.8,-0.383,0.056,-0.293,,,2.66,40.33,10.37,38.2,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN525-144MH-BW,525 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,525,485.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.63,49.2,12.74,41.2,45.8,-0.383,0.056,-0.293,,,2.66,40.33,10.37,38.2,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN530-144BMH,530 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,530,496.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.71,49.4,12.82,41.4,45.8,-0.321,0.043,-0.254,,,2.558,40.205,10.29,38.75,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN530-144BMH-DG,530 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,530,494.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.71,49.4,12.82,41.4,46,-0.331,0.039,-0.259,,,2.56,40.075,10.22,38.83,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN530-144M,530 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,530,489.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.71,49.4,12.82,41.4,46.5,-0.379,0.06,-0.292,,,2.62,41,10.28,38.7,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN530-144M-BB,530 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,530,489.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.71,49.4,12.82,41.4,46.5,-0.379,0.06,-0.292,,,2.62,41,10.28,38.7,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN530-144M-BW,530 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,530,489.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.71,49.4,12.82,41.4,46.5,-0.379,0.06,-0.292,,,2.62,41,10.28,38.7,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN530-144MH,530 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,530,489.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.71,49.4,12.82,41.4,45.8,-0.383,0.056,-0.293,,,2.68,40.46,10.43,38.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN530-144MH-BW,530 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,530,489.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.71,49.4,12.82,41.4,45.8,-0.383,0.056,-0.293,,,2.68,40.46,10.43,38.4,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN535-144BMH,535 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,535,500.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.78,49.5,12.9,41.5,45.8,-0.321,0.043,-0.254,,,2.574,40.351,10.35,38.89,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN535-144BMH-DG,535 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,535,499.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.78,49.5,12.9,41.5,46,-0.331,0.039,-0.259,,,2.576,40.221,10.29,38.97,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN535-144M,535 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,535,493.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.78,49.5,12.9,41.5,46.5,-0.379,0.06,-0.292,,,2.64,41.15,10.34,38.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN535-144M-BB,535 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,535,493.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.78,49.5,12.9,41.5,46.5,-0.379,0.06,-0.292,,,2.64,41.15,10.34,38.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN535-144M-BW,535 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,535,493.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.78,49.5,12.9,41.5,46.5,-0.379,0.06,-0.292,,,2.64,41.15,10.34,38.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN535-144MH,535 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,535,494.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.78,49.5,12.9,41.5,45.8,-0.383,0.056,-0.293,,,2.7,40.61,10.5,38.5,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN535-144MH-BW,535 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,535,494.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.78,49.5,12.9,41.5,45.8,-0.383,0.056,-0.293,,,2.7,40.61,10.5,38.5,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN540-144BMH,540 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,540,505.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.85,49.7,12.97,41.7,45.8,-0.321,0.043,-0.254,,,2.588,40.497,10.41,39.03,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN540-144BMH-DG,540 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,540,504.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.85,49.7,12.97,41.7,46,-0.331,0.039,-0.259,,,2.59,40.366,10.34,39.11,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN540-144M,540 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,540,498.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.85,49.7,12.97,41.7,46.5,-0.379,0.06,-0.292,,,2.65,41.3,10.4,39,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN540-144M-BB,540 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,540,498.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.85,49.7,12.97,41.7,46.5,-0.379,0.06,-0.292,,,2.65,41.3,10.4,39,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN540-144M-BW,540 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,540,498.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.85,49.7,12.97,41.7,46.5,-0.379,0.06,-0.292,,,2.65,41.3,10.4,39,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN540-144MH,540 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,540,499.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.85,49.7,12.97,41.7,45.8,-0.383,0.056,-0.293,,,2.71,40.75,10.56,38.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN540-144MH-BW,540 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,540,499.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.85,49.7,12.97,41.7,45.8,-0.383,0.056,-0.293,,,2.71,40.75,10.56,38.6,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN545-144BMH,545 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,545,510.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.92,49.8,13.04,41.8,45.8,-0.321,0.043,-0.254,,,2.602,40.643,10.46,39.17,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN545-144BMH-DG,545 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,545,509.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.92,49.8,13.04,41.8,46,-0.331,0.039,-0.259,,,2.604,40.511,10.4,39.25,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN545-144M,545 W 144 half-cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,545,503.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.92,49.8,13.04,41.8,46.5,-0.379,0.06,-0.292,,,2.66,41.44,10.45,39.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN545-144M-BB,545 W 144 half-cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,545,503.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.92,49.8,13.04,41.8,46.5,-0.379,0.06,-0.292,,,2.66,41.44,10.45,39.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN545-144M-BW,545 W 144 half-cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,545,503.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.92,49.8,13.04,41.8,46.5,-0.379,0.06,-0.292,,,2.66,41.44,10.45,39.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN545-144MH,545 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,545,504.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.92,49.8,13.04,41.8,45.8,-0.383,0.056,-0.293,,,2.72,40.9,10.61,38.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN545-144MH-BW,545 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,545,504.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.92,49.8,13.04,41.8,45.8,-0.383,0.056,-0.293,,,2.72,40.9,10.61,38.8,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN550-144BMH,550 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,550,515.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.99,49.9,13.1,42,45.8,-0.321,0.043,-0.254,,,2.614,40.837,10.51,39.36,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN550-144BMH-DG,550 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,550,514,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,13.99,49.9,13.1,42,46,-0.331,0.039,-0.259,,,2.616,40.705,10.44,39.44,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN550-144MH,550 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,550,508.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.99,49.9,13.1,42,45.8,-0.383,0.056,-0.293,,,2.74,41.09,10.66,39,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN550-144MH-BW,550 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,550,508.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,13.99,49.9,13.1,42,45.8,-0.383,0.056,-0.293,,,2.74,41.09,10.66,39,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN555-144BMH,555 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,555,520.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,14.07,50,13.17,42.2,45.8,-0.321,0.043,-0.254,,,2.628,40.983,10.57,39.5,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN555-144BMH-DG,555 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,555,518.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,14.07,50,13.17,42.2,46,-0.331,0.039,-0.259,,,2.63,40.851,10.5,39.58,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN555-144MH,555 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,555,513.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,14.07,50,13.17,42.2,45.8,-0.383,0.056,-0.293,,,2.75,41.24,10.72,39.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN555-144MH-BW,555 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,555,513.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,14.07,50,13.17,42.2,45.8,-0.383,0.056,-0.293,,,2.75,41.24,10.72,39.1,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN560-144BMH,560 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500 max system Vdc,UL 61730,560,524.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,14.16,50.1,13.26,42.2,45.8,-0.321,0.043,-0.254,,,2.646,41.071,10.64,39.59,,,,,,,12/13/2021,7/3/2023
Vietnam Sunergy Joint Stock Company,VSUN560-144BMH-DG,560 W 144 half-cut cell double glass bifacial monocrystalline module 1500 max system Vdc,UL 61730,560,523.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.58,72,2,N,14.16,50.1,13.26,42.2,46,-0.331,0.039,-0.259,,,2.648,40.938,10.57,39.66,,,,,,,12/13/2021,3/21/2023
Vietnam Sunergy Joint Stock Company,VSUN560-144MH,560 W 144 half-cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,560,518.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,14.16,50.1,13.26,42.2,45.8,-0.383,0.056,-0.293,,,2.77,41.33,10.79,39.2,,,,,,,1/3/2022,
Vietnam Sunergy Joint Stock Company,VSUN560-144MH-BW,560 W 144 half-cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,560,518.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.54,72,2,N,14.16,50.1,13.26,42.2,45.8,-0.383,0.056,-0.293,,,2.77,41.33,10.79,39.2,,,,,,,1/3/2022,
Vikram Solar,SOMERA VSMHBB.60.350.05,350 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,350,322.9,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.13,40.8,10.13,34.6,46.5,-0.365,0.049,-0.288,,,1.99,33.6,8.11,32.3,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.355.05,355 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,355,317.1,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.25,40.8,10.27,34.7,47.2,-0.491,0.029,-0.376,,,2.03,33.88,8.22,32.2,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSMHBB.60.355.05,355 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,355,327.7,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.25,40.8,10.27,34.7,46.5,-0.365,0.049,-0.288,,,2.01,33.7,8.22,32.4,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.360.05,360 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,360,321.7,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.35,40.9,10.41,34.7,47.2,-0.491,0.029,-0.376,,,2.05,33.88,8.33,32.2,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSM.72.360.05,360 W 72 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,360,330.9,,9/26/2019,No Information Submitted,Monocrystalline,Mono-c-Si,1.88,72,1,N,9.64,48.1,9.07,39.7,45.1,-0.41,0.04,-0.303,,,1.68,39.17,7.28,36.7,,,,,,,5/11/2022,
Vikram Solar,SOMERA VSMHBB.60.360.05,360 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,360,332.4,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.35,40.9,10.41,34.7,46.5,-0.365,0.049,-0.288,,,2.04,33.7,8.33,32.4,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.365.05,365 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,365,326.4,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.45,41,10.53,34.8,47.2,-0.491,0.029,-0.376,,,2.08,33.98,8.42,32.3,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSM.72.365.05,365 W 72 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,365,335.7,,9/26/2019,No Information Submitted,Monocrystalline,Mono-c-Si,1.88,72,1,N,9.74,48.3,9.16,39.9,45.1,-0.41,0.04,-0.303,,,1.69,39.3,7.35,36.8,,,,,,,5/11/2022,
Vikram Solar,SOMERA VSMHBB.60.365.05,365 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,365,337.1,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.45,41,10.53,34.8,46.5,-0.365,0.049,-0.288,,,2.06,33.8,8.43,32.4,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.370.05,370 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,370,331,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.55,41.1,10.65,34.9,47.2,-0.491,0.029,-0.376,,,2.1,34.08,8.52,32.4,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSM.72.370.05,370 W 72 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,370,340.4,,9/26/2019,No Information Submitted,Monocrystalline,Mono-c-Si,1.88,72,1,N,9.84,48.5,9.26,40,45.1,-0.41,0.04,-0.303,,,1.71,39.44,7.43,36.9,,,,,,,5/11/2022,
Vikram Solar,SOMERA VSMHBB.60.370.05,370 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,370,341.9,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.55,41.1,10.65,34.9,46.5,-0.365,0.049,-0.288,,,2.09,33.89,8.52,32.5,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.375.05,375 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,375,335.7,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.65,41.1,10.75,34.9,47.2,-0.491,0.029,-0.376,,,2.12,34.08,8.6,32.4,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSM.72.375.05,375 W 72 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,375,345.2,,9/26/2019,No Information Submitted,Monocrystalline,Mono-c-Si,1.88,72,1,N,9.94,48.7,9.36,40.1,45.1,-0.41,0.04,-0.303,,,1.73,39.53,7.51,37,,,,,,,5/11/2022,
Vikram Solar,SOMERA VSMDT.72.375.05,375 W 72 cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,375,345.9,,7/23/2020,No Information Submitted,Monocrystalline,Mono-c-Si,2.02,72,1,N,9.99,47,9.36,40.1,49.3,-0.322,0.049,-0.271,,,1.97,36.3,7.77,36.2,,,,,,,5/22/2023,
Vikram Solar,SOMERA VSMHBB.60.375.05,375 W 120 cells monocrystalline module black backsheet 1500V max system Vdc,UL 61730,375,346.7,,12/2/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.65,41.1,10.75,34.9,46.5,-0.365,0.049,-0.288,,,2.11,33.89,8.6,32.5,,,,,,,10/21/2022,
Vikram Solar,PREXOS VSMDHT.60.380.05,380 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,380,340.3,,12/8/2021,No Information Submitted,Monocrystalline,Mono-c-Si,1.86,60,2,N,11.75,41.2,10.89,35,47.2,-0.491,0.029,-0.376,,,2.15,34.16,8.71,32.5,,,,,,,10/21/2022,
Vikram Solar,SOMERA VSM.72.380.05,380 W 72 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,380,349.9,,9/26/2019,No Information Submitted,Monocrystalline,Mono-c-Si,1.88,72,1,N,10.04,48.9,9.45,40.3,45.1,-0.41,0.04,-0.303,,,1.75,39.69,7.58,37.2,,,,,,,5/11/2022,
