Manufacturer,Model,Technology,Message,celltype,vmp,imp,voc,isc,alpha_isc,beta_voc,gamma_pmp,n_ser,t_ref
SEG Solar Inc.,SEG-6PB-250WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,29.9,8.35,37.1,8.92,0.00380884,-0.0973133,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-250WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,29.9,8.35,37.1,8.92,0.00380884,-0.0973133,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-255BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.5,8.37,37.6,8.65,0.00519,-0.141,-0.46,1,25
SEG Solar Inc.,SEG-6PB-255BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.5,8.37,37.6,8.65,0.00519,-0.141,-0.46,1,25
SEG Solar Inc.,SEG-6PB-255WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.5,8.37,37.6,8.65,0.00369355,-0.0986248,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-255WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.5,8.37,37.6,8.65,0.00369355,-0.0986248,-0.4573,1,25
SEG Solar Inc.,SEG-6MB-260WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.2,8.61,38.1,8.88,0.00312576,-0.0926592,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-260WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.2,8.61,38.1,8.88,0.00312576,-0.0926592,-0.4578,1,25
SEG Solar Inc.,SEG-6PB-260BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.9,8.42,38,8.72,0.005232,-0.1425,-0.46,1,25
SEG Solar Inc.,SEG-6PB-260BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.9,8.42,38,8.72,0.005232,-0.1425,-0.46,1,25
SEG Solar Inc.,SEG-6PB-260WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.9,8.42,38,8.72,0.00372344,-0.099674,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-260WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,30.9,8.42,38,8.72,0.00372344,-0.099674,-0.4573,1,25
SEG Solar Inc.,SEG-6MB-265WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.5,8.69,38.3,8.96,0.00315392,-0.0931456,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-265WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.5,8.69,38.3,8.96,0.00315392,-0.0931456,-0.4578,1,25
SEG Solar Inc.,SEG-6PB-265BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.1,8.53,38.3,8.83,0.005298,-0.143625,-0.46,1,25
SEG Solar Inc.,SEG-6PB-265BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.1,8.53,38.3,8.83,0.005298,-0.143625,-0.46,1,25
SEG Solar Inc.,SEG-6MB-270WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.8,8.77,38.5,9.04,0.00318208,-0.093632,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-270WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,30.8,8.77,38.5,9.04,0.00318208,-0.093632,-0.4578,1,25
SEG Solar Inc.,SEG-6PB-270BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.3,8.63,38.5,8.94,0.005364,-0.144375,-0.46,1,25
SEG Solar Inc.,SEG-6PB-270BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.3,8.63,38.5,8.94,0.005364,-0.144375,-0.46,1,25
SEG Solar Inc.,SEG-6PB-270WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.3,8.63,38.5,8.94,0.00381738,-0.100985,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-270WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.3,8.63,38.5,8.94,0.00381738,-0.100985,-0.4573,1,25
SEG Solar Inc.,SEG-6MB-275WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.1,8.85,38.7,9.12,0.00321024,-0.0941184,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-275WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.1,8.85,38.7,9.12,0.00321024,-0.0941184,-0.4578,1,25
SEG Solar Inc.,SEG-6PB-275BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.6,8.71,38.8,9.02,0.005412,-0.1455,-0.46,1,25
SEG Solar Inc.,SEG-6PB-275BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.6,8.71,38.8,9.02,0.005412,-0.1455,-0.46,1,25
SEG Solar Inc.,SEG-6PB-275WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.6,8.71,38.8,9.02,0.00385154,-0.101772,-0.4573,1,25
SEG Solar Inc.,SEG-6PB-275WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,31.6,8.71,38.8,9.02,0.00385154,-0.101772,-0.4573,1,25
SEG Solar Inc.,SEG-6MB-280BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.3,8.95,38.9,9.22,0.0053476,-0.145097,-0.457,1,25
SEG Solar Inc.,SEG-6MB-280WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.3,8.95,38.9,9.22,0.00324544,-0.0946048,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-280WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.3,8.95,38.9,9.22,0.00324544,-0.0946048,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-285BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.5,9.05,39.1,9.33,0.0054114,-0.145843,-0.457,1,25
SEG Solar Inc.,SEG-6MB-285WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.5,9.05,39.1,9.33,0.00328416,-0.0950912,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-285WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.5,9.05,39.1,9.33,0.00328416,-0.0950912,-0.4578,1,25
SEG Solar Inc.,SEG-6MB-290BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.7,9.15,39.3,9.44,0.0054752,-0.146589,-0.457,1,25
SEG Solar Inc.,SEG-6PA-290WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.8,8.11,44.3,8.65,0.0041174,-0.137419,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-290WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.8,8.11,44.3,8.65,0.0041174,-0.137419,-0.4522,1,25
SEG Solar Inc.,SEG-6MB-295BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.9,9.25,39.5,9.56,0.0055448,-0.147335,-0.457,1,25
SEG Solar Inc.,SEG-6PA-295WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.9,8.22,44.4,8.78,0.00417928,-0.137729,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-295WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.9,8.22,44.4,8.78,0.00417928,-0.137729,-0.4522,1,25
SEG Solar Inc.,SEG-6MB-300BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.1,9.35,39.7,9.65,0.005597,-0.148081,-0.457,1,25
SEG Solar Inc.,SEG-6PA-300WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.8,8.38,44.7,8.68,0.00413168,-0.138659,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-300WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.8,8.38,44.7,8.68,0.00413168,-0.138659,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-305BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.2,8.43,45,8.73,0.0050634,-0.1593,-0.438,1,25
SEG Solar Inc.,SEG-6PA-305BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.2,8.43,45,8.73,0.0050634,-0.1593,-0.438,1,25
SEG Solar Inc.,SEG-6PA-305WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.2,8.43,45,8.73,0.00415548,-0.13959,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-305WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.2,8.43,45,8.73,0.00415548,-0.13959,-0.4522,1,25
SEG Solar Inc.,SEG-6MA-310WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.4,8.52,45.2,8.81,0.00414951,-0.12882,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-310WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.4,8.52,45.2,8.81,0.00414951,-0.12882,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-310BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.5,8.5,45.2,8.8,0.005104,-0.160008,-0.438,1,25
SEG Solar Inc.,SEG-6PA-310BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.5,8.5,45.2,8.8,0.005104,-0.160008,-0.438,1,25
SEG Solar Inc.,SEG-6PA-310WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.5,8.5,45.2,8.8,0.0041888,-0.14021,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-310WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.5,8.5,45.2,8.8,0.0041888,-0.14021,-0.4522,1,25
SEG Solar Inc.,SEG-6MA-315WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.7,8.59,45.5,8.87,0.00417777,-0.129675,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-315WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.7,8.59,45.5,8.87,0.00417777,-0.129675,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-315BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.8,8.56,45.3,8.87,0.0051446,-0.160362,-0.438,1,25
SEG Solar Inc.,SEG-6PA-315BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.8,8.56,45.3,8.87,0.0051446,-0.160362,-0.438,1,25
SEG Solar Inc.,SEG-6PA-315WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.8,8.56,45.3,8.87,0.00422212,-0.140521,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-315WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.8,8.56,45.3,8.87,0.00422212,-0.140521,-0.4522,1,25
SEG Solar Inc.,SEG-E11B-315,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,36.4,8.66,44.7,8.96,0.00896,-0.1341,-0.439,340,25
SEG Solar Inc.,SEG-6MA-320WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.9,8.68,45.6,8.99,0.00423429,-0.12996,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-320WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.9,8.68,45.6,8.99,0.00423429,-0.12996,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-320BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37,8.65,45.5,8.96,0.0051968,-0.16107,-0.438,1,25
SEG Solar Inc.,SEG-6PA-320BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37,8.65,45.5,8.96,0.0051968,-0.16107,-0.438,1,25
SEG Solar Inc.,SEG-6PA-320WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37,8.65,45.5,8.96,0.00426496,-0.141141,-0.4522,1,25
SEG Solar Inc.,SEG-6MA-325WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.1,8.77,45.9,9.04,0.00425784,-0.130815,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-325WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.1,8.77,45.9,9.04,0.00425784,-0.130815,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-325BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.3,8.72,45.7,9.03,0.0052374,-0.161778,-0.438,1,25
SEG Solar Inc.,SEG-6PA-325BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.3,8.72,45.7,9.03,0.0052374,-0.161778,-0.438,1,25
SEG Solar Inc.,SEG-6PA-325WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.3,8.72,45.7,9.03,0.00429828,-0.141761,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-325WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.3,8.72,45.7,9.03,0.00429828,-0.141761,-0.4522,1,25
SEG Solar Inc.,SEG-6MA-330WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.3,8.85,46.1,9.14,0.00430494,-0.131385,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-330WW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.3,8.85,46.1,9.14,0.00430494,-0.131385,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-330BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.5,8.8,45.9,9.12,0.0052896,-0.162486,-0.438,1,25
SEG Solar Inc.,SEG-6PA-330BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.5,8.8,45.9,9.12,0.0052896,-0.162486,-0.438,1,25
SEG Solar Inc.,SEG-6PA-330WB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.5,8.8,45.9,9.12,0.00434112,-0.142382,-0.4522,1,25
SEG Solar Inc.,SEG-6PA-330WW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.5,8.8,45.9,9.12,0.00434112,-0.142382,-0.4522,1,25
SEG Solar Inc.,SEG-6MA-335BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.5,8.94,46.4,9.23,0.0056303,-0.164256,-0.447,1,25
SEG Solar Inc.,SEG-6MA-335BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.5,8.94,46.4,9.23,0.0056303,-0.164256,-0.447,1,25
SEG Solar Inc.,SEG-6MA-335WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.5,8.94,46.4,9.23,0.00434733,-0.13224,-0.4533,1,25
SEG Solar Inc.,SEG-6PA-335BB,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.7,8.89,46.2,9.2,0.005336,-0.163548,-0.438,1,25
SEG Solar Inc.,SEG-6PA-335BW,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,37.7,8.89,46.2,9.2,0.005336,-0.163548,-0.438,1,25
SEG Solar Inc.,SEG-6MA-340BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.7,9.02,46.6,9.32,0.0056852,-0.164964,-0.447,1,25
SEG Solar Inc.,SEG-6MA-340BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.7,9.02,46.6,9.32,0.0056852,-0.164964,-0.447,1,25
SEG Solar Inc.,SEG-6MA-340WB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.7,9.02,46.6,9.32,0.00438972,-0.13281,-0.4533,1,25
SEG Solar Inc.,SEG-6MA-345BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.9,9.11,46.8,9.43,0.0057523,-0.165672,-0.447,1,25
SEG Solar Inc.,SEG-6MA-345BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.9,9.11,46.8,9.43,0.0057523,-0.165672,-0.447,1,25
SEG Solar Inc.,SEG-6MA-350BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.1,9.19,47,9.51,0.0058011,-0.16638,-0.447,1,25
SEG Solar Inc.,SEG-6MA-350BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.1,9.19,47,9.51,0.0058011,-0.16638,-0.447,1,25
SEG Solar Inc.,SEG-6MA-355BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.3,9.27,47.2,9.61,0.0058621,-0.167088,-0.447,1,25
SEG Solar Inc.,SEG-6MA-355BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.3,9.27,47.2,9.61,0.0058621,-0.167088,-0.447,1,25
SEG Solar Inc.,SEG-E11A-355,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.7,9.95,43.9,10.29,0.01029,-0.1756,-0.451,408,25
SEG Solar Inc.,SEG-6MA-360BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.5,9.36,47.4,9.7,0.005917,-0.167796,-0.447,1,25
SEG Solar Inc.,SEG-6MA-360BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.5,9.36,47.4,9.7,0.005917,-0.167796,-0.447,1,25
SEG Solar Inc.,SEG-E01A-360,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,35.6,10.12,43.7,10.45,0.01045,-0.1311,-0.459,408,25
SEG Solar Inc.,SEG-E11A-360,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,35.85,10.05,44.1,10.39,0.01039,-0.1764,-0.451,408,25
SEG Solar Inc.,SEG-6MA-365BB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.7,9.44,47.6,9.78,0.0059658,-0.168504,-0.447,1,25
SEG Solar Inc.,SEG-6MA-365BW,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.7,9.44,47.6,9.78,0.0059658,-0.168504,-0.447,1,25
Shanghai Aerospace Automobile Electromechanical Co. Ltd.,HT60-18X-435,Mono-c-Si,"Could not solve, sanity check failed (-1): a < 0.05 || a > 15.0",mono,34.3,12.68,40.9,13.69,6.28371,-0.104295,-0.373,120,25
Shanghai Aerospace Automobile Electromechanical Co. Ltd.,HT60-18X-440,Mono-c-Si,"Could not solve, sanity check failed (-1): a < 0.05 || a > 15.0",mono,34.5,12.77,41,13.76,6.31584,-0.10455,-0.373,120,25
Shanghai Aerospace Automobile Electromechanical Co. Ltd.,HT60-18X-445,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.6,12.86,41.2,13.83,6.34797,-0.10506,-0.373,120,25
Shanghai Aerospace Automobile Electromechanical Co. Ltd.,HT60-18X-450,Mono-c-Si,"Could not solve, sanity check failed (-1): a < 0.05 || a > 15.0",mono,34.8,12.95,41.3,13.9,6.3801,-0.105315,-0.373,120,25
Shanghai Aerospace Automobile Electromechanical Co. Ltd.,HT60-18X-455,Mono-c-Si,"Could not solve, sanity check failed (-1): a < 0.05 || a > 15.0",mono,34.9,13.04,41.5,13.97,6.41223,-0.105825,-0.373,120,25
Silfab Solar Inc.,SSA260M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,30.8,8.49,34.2,9.04,0.004972,-0.10431,-0.404,60,25
Silfab Solar Inc.,SSA285M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,32,8.91,34.2,9.47,0.00251893,-0.118243,-0.50111,60,25
Silfab Solar Inc.,SIL290BL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.5,8.9,37.6,9.72,0.0011664,-0.106032,-0.462,21,25
Silfab Solar Inc.,SIL290BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.5,8.9,37.6,9.72,0.0011664,-0.106032,-0.462,21,25
Silfab Solar Inc.,SSA290M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,32.4,8.97,34.2,9.54,0.00253754,-0.118243,-0.50111,60,25
Silfab Solar Inc.,SIL295BL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.8,8.99,38.2,9.76,0.0011712,-0.107724,-0.462,21,25
Silfab Solar Inc.,SIL295BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.8,8.99,38.2,9.76,0.0011712,-0.107724,-0.462,21,25
Silfab Solar Inc.,SSA295M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,32.7,9.04,34.2,9.61,0.00255616,-0.118243,-0.50111,60,25
Silfab Solar Inc.,SIL300BL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.08,38.7,9.81,0.0011772,-0.109134,-0.462,21,25
Silfab Solar Inc.,SIL300BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.08,38.7,9.81,0.0011772,-0.109134,-0.462,21,25
Silfab Solar Inc.,SSA300M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,32.9,9.26,34.2,9.76,0.00259606,-0.118243,-0.50111,60,25
Silfab Solar Inc.,SIL305BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.17,39.2,9.86,0.0011832,-0.110544,-0.462,21,25
Silfab Solar Inc.,SIL310BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,9.26,39.8,9.9,0.001188,-0.112236,-0.462,21,25
Silfab Solar Inc.,SIL315BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.9,9.3,40.4,9.95,0.001194,-0.113928,-0.462,21,25
Silfab Solar Inc.,SIL320BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.43,40.5,9.99,0.0011988,-0.11421,-0.462,21,25
Silfab Solar Inc.,SIL325BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.58,41.7,10.05,0.001206,-0.117594,-0.462,21,25
Silfab Solar Inc.,SIL330BL-W,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.63,41.9,10.09,0.0012108,-0.118158,-0.462,21,25
Silfab Solar Inc.,SSG345M,Mono-c-Si,"Could not solve, sanity check failed (-44): abs(I) > 0.015 * Imp",mono,38.7,8.93,40.4,9.52,0.00258182,-0.142006,-0.4968,72,25
Silfab Solar Inc.,SSG350M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,38.9,9.1,40.4,9.61,0.00260623,-0.142006,-0.4968,72,25
Silfab Solar Inc.,SSG355M,Mono-c-Si,"Could not solve, sanity check failed (-4): Rs < 0.001 || Rs > 75.0",mono,39.1,9.16,40.4,9.65,0.00261708,-0.142006,-0.4968,72,25
Silfab Solar Inc.,SSG360M,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.3,9.2,40.4,9.71,0.00263335,-0.142006,-0.4968,72,25
Solaria Corporation,Solaria PowerXT-335R-BD,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.4,8.73,46.7,9.32,0,-0.1401,-0.42,360,25
Solaria Corporation,Solaria PowerXT-350R-PD,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.8,9.02,47.1,9.49,0.00461214,-0.145351,-0.4201,36,25
