Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Trina Solar TSM-300DD05A.05M(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.05S(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.05U(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.08(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.081(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.082(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.08M(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.08S(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.08U(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.10(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.15(II),Trina Solar,Mono-c-Si,0,299.594,273.7,1.62,1.65,0.992,60,9.77,39.8,9.19,32.6,0.00482638,-0.126206,45.3,1.63696,9.77667,2.66838e-10,0.253149,370.942,11.6369,-0.4351,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DD05A.18(II),Trina Solar,Mono-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DE05A(II),Trina Solar,Multi-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DE05A.08(II),Trina Solar,Multi-c-Si,0,299.594,270.6,1.637,1.65,0.992,60,9.64,39.9,9.19,32.6,0.00498388,-0.138613,46.3,1.69169,9.73903,5.53826e-10,0.252815,934.848,8.00921,-0.4625,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DEG5(II),Trina Solar,Mono-c-Si,0,300.186,277.2,1.645,1.658,0.992,60,9.81,39.8,9.18,32.7,0.00331578,-0.115977,43.3,1.58247,9.82217,1.15015e-10,0.253067,203.979,13.7683,-0.4163,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DEG5.07(II),Trina Solar,Mono-c-Si,0,300.186,273.1,1.645,1.658,0.992,60,9.66,40,9.18,32.7,0.00527436,-0.12056,46.2,1.62781,9.76355,2.05556e-10,0.266461,373.994,15.0051,-0.4246,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DEG5.40(II),Trina Solar,Mono-c-Si,0,300.186,273.1,1.645,1.658,0.992,60,9.66,40,9.18,32.7,0.00527436,-0.12056,46.2,1.62781,9.76355,2.05556e-10,0.266461,373.994,15.0051,-0.4246,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DEG5.47(II),Trina Solar,Mono-c-Si,0,300.186,273.1,1.645,1.658,0.992,60,9.66,40,9.18,32.7,0.00527436,-0.12056,46.2,1.62781,9.76355,2.05556e-10,0.266461,373.994,15.0051,-0.4246,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300DEG5C.07(II),Trina Solar,Mono-c-Si,1,300.217,278.9,1.65,,,60,9.68,40.1,9.07,33.1,0.0037752,-0.109874,43.4,1.54568,9.69201,5.1333e-11,0.251086,202.375,13.4911,-0.384,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14,Trina Solar,Multi-c-Si,0,300.12,273.1,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00297882,-0.151175,43.8,1.86423,8.71508,2.692e-10,0.365713,627.534,6.79932,-0.4574,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14.08,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14.10,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14.18,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14.20,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14.28,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14A,Trina Solar,Multi-c-Si,0,300.12,275.4,1.921,1.95,0.985,72,8.75,45.4,8.2,36.6,0.004375,-0.14982,43.3,1.85007,8.75969,1.90066e-10,0.407122,367.684,5.28508,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PA14A.08,Trina Solar,Multi-c-Si,0,300.12,275.4,1.921,1.95,0.985,72,8.75,45.4,8.2,36.6,0.004375,-0.14982,43.3,1.85007,8.75969,1.90066e-10,0.407122,367.684,5.28508,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PD14,Trina Solar,Multi-c-Si,0,299.736,275.4,1.921,1.95,0.985,72,8.77,45.4,8.28,36.2,0.004385,-0.14982,43.3,1.83098,8.77257,1.48991e-10,0.463379,1584.19,3.19044,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PD14.08,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PD14.10,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PD14.18,Trina Solar,Multi-c-Si,0,300.12,271.5,1.921,1.95,0.985,72,8.71,45.1,8.2,36.6,0.00320528,-0.143824,46.2,1.81322,8.7163,1.36102e-10,0.378686,523.371,6.26947,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PE06H.T0,Trina Solar,Multi-c-Si,0,300.067,276.2,1.66,,,40,9.77,39.8,9.29,32.3,0.0042988,-0.1194,46.2,1.50684,9.77031,3.30173e-11,0.317541,10048,-0.218243,-0.374,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PE14A,Trina Solar,Multi-c-Si,0,299.736,264.5,1.921,1.95,0.985,72,8.77,45.4,8.28,36.2,0.00475334,-0.175607,47.7,1.99408,8.86572,1.13547e-09,0.42154,465.716,3.52254,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-300PE14A.08,Trina Solar,Multi-c-Si,0,299.736,264.5,1.921,1.95,0.985,72,8.77,45.4,8.28,36.2,0.00475334,-0.175607,47.7,1.99408,8.86572,1.13547e-09,0.42154,465.716,3.52254,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DD05A.05(II),Trina Solar,Mono-c-Si,0,305.312,278.4,1.62,,,60,9.85,40,9.28,32.9,0.0048265,-0.1268,45.3,1.64675,9.8554,2.75688e-10,0.235513,429.498,11.893,-0.435,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DD05A.05S(II),Trina Solar,Mono-c-Si,0,305.312,278.4,1.62,,,60,9.72,40.2,9.28,32.9,0.0047628,-0.127434,45.3,1.64651,9.82016,2.43578e-10,0.258862,859.714,10.8022,-0.435,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DD05A.15(II),Trina Solar,Mono-c-Si,0,305.312,278.4,1.62,,,60,9.85,40,9.28,32.9,0.0048265,-0.1268,45.3,1.64675,9.8554,2.75688e-10,0.235513,429.498,11.893,-0.435,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DD05A.18(II),Trina Solar,Mono-c-Si,0,305.312,279.3,1.64,,,60,9.72,40.2,9.28,32.9,0.0052488,-0.118992,45.8,1.60638,9.82117,1.32168e-10,0.26797,662.105,12.9571,-0.41,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DEG5(II),Trina Solar,Mono-c-Si,0,304.654,282,1.65,,,60,9.84,40,9.26,32.9,0.0033456,-0.1164,43.3,1.58613,9.84787,1.0848e-10,0.249724,312.255,13.337,-0.416,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DEG5.07(II),Trina Solar,Mono-c-Si,0,305.25,283.2,1.65,,,60,9.76,40,9.25,33,0.0036112,-0.1168,42.6,1.57732,9.76269,9.41945e-11,0.241126,873.691,11.6805,-0.41,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DEG5.40(II),Trina Solar,Mono-c-Si,0,304.654,282,1.65,,,60,9.84,40,9.26,32.9,0.0033456,-0.1164,43.3,1.58613,9.84787,1.0848e-10,0.249724,312.255,13.337,-0.416,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DEG5.47(II),Trina Solar,Mono-c-Si,0,305.25,283.2,1.65,,,60,9.76,40,9.25,33,0.0036112,-0.1168,42.6,1.57732,9.76269,9.41945e-11,0.241126,873.691,11.6805,-0.41,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305DEG5C.07(II),Trina Solar,Mono-c-Si,1,305.028,283.7,1.65,,,60,9.78,40.3,9.16,33.3,0.0038142,-0.110422,43.4,1.55459,9.79226,5.28838e-11,0.245297,195.71,13.6716,-0.384,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14,Trina Solar,Multi-c-Si,0,304.977,277.8,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00301644,-0.15151,43.8,1.86809,8.82453,2.71869e-10,0.35936,699.398,6.77344,-0.4574,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14.08,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14.10,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14.18,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14.20,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14.28,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14A,Trina Solar,Multi-c-Si,0,305.163,280.1,1.921,1.95,0.985,72,8.78,45.6,8.27,36.9,0.00439,-0.15048,43.3,1.85692,8.7853,1.88512e-10,0.388039,643.035,5.16941,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PA14A.08,Trina Solar,Multi-c-Si,0,305.163,280.1,1.921,1.95,0.985,72,8.78,45.6,8.27,36.9,0.00439,-0.15048,43.3,1.85692,8.7853,1.88512e-10,0.388039,643.035,5.16941,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PD14,Trina Solar,Multi-c-Si,0,304.878,280.1,1.921,1.95,0.985,72,8.81,45.5,8.33,36.6,0.004405,-0.15015,43.3,1.84268,8.81177,1.66061e-10,0.417017,2077.38,4.05578,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PD14.08,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PD14.10,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PD14.18,Trina Solar,Multi-c-Si,0,304.977,276.2,1.921,1.95,0.985,72,8.82,45.2,8.31,36.7,0.00324576,-0.144143,46.2,1.81698,8.82575,1.37455e-10,0.372189,571.4,6.24387,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PE06H.T0,Trina Solar,Multi-c-Si,0,305.175,280.9,1.66,,,40,9.87,40.1,9.39,32.5,0.0043428,-0.1203,46.2,1.52383,9.97838,3.67407e-11,0.319055,328.535,0.524357,-0.374,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PE14A,Trina Solar,Multi-c-Si,0,304.878,269.1,1.921,1.95,0.985,72,8.81,45.5,8.33,36.6,0.00477502,-0.175994,47.7,2.00754,8.90475,1.26499e-09,0.374699,501.199,4.39476,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-305PE14A.08,Trina Solar,Multi-c-Si,0,304.878,269.1,1.921,1.95,0.985,72,8.81,45.5,8.33,36.6,0.00477502,-0.175994,47.7,2.00754,8.90475,1.26499e-09,0.374699,501.199,4.39476,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310DEG5C.07(II),Trina Solar,Mono-c-Si,1,310.21,288.4,1.65,,,60,9.88,40.5,9.26,33.5,0.0038532,-0.11097,43.4,1.56259,9.89173,5.37137e-11,0.239743,201.938,13.7184,-0.384,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14,Trina Solar,Multi-c-Si,0,309.856,282.5,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00305748,-0.151846,43.8,1.87316,8.94488,2.78784e-10,0.352655,645.832,6.87472,-0.4574,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14.08,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14.10,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14.18,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14.20,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14.28,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14A,Trina Solar,Multi-c-Si,0,309.963,284.8,1.921,1.95,0.985,72,8.82,45.8,8.31,37.3,0.00441,-0.15114,43.3,1.87157,8.82508,2.06174e-10,0.354325,615.14,5.89367,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PA14A.08,Trina Solar,Multi-c-Si,0,309.963,284.8,1.921,1.95,0.985,72,8.82,45.8,8.31,37.3,0.00441,-0.15114,43.3,1.87157,8.82508,2.06174e-10,0.354325,615.14,5.89367,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PD14,Trina Solar,Multi-c-Si,0,310.06,284.8,1.921,1.95,0.985,72,8.85,45.5,8.38,37,0.004425,-0.15015,43.3,1.85254,8.85121,1.9033e-10,0.359117,2634.56,5.1657,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PD14.08,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PD14.10,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PD14.18,Trina Solar,Multi-c-Si,0,309.856,280.8,1.921,1.95,0.985,72,8.94,45.3,8.42,36.8,0.00328992,-0.144462,46.2,1.82189,8.94611,1.40954e-10,0.365362,534.241,6.34483,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PE06H.T0,Trina Solar,Multi-c-Si,0,309.996,285.7,1.66,,,40,9.97,40.3,9.48,32.7,0.0043868,-0.1209,46.2,1.52564,9.97032,3.36184e-11,0.315787,9903.85,-0.236128,-0.374,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PE14A,Trina Solar,Multi-c-Si,0,310.06,273.7,1.921,1.95,0.985,72,8.85,45.5,8.38,37,0.0047967,-0.175994,47.7,2.0192,8.94385,1.44904e-09,0.316243,528.174,5.51432,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-310PE14A.08,Trina Solar,Multi-c-Si,0,310.06,273.7,1.921,1.95,0.985,72,8.85,45.5,8.38,37,0.0047967,-0.175994,47.7,2.0192,8.94385,1.44904e-09,0.316243,528.174,5.51432,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315DD06H.05(II),Trina Solar,Mono-c-Si,0,315.296,292.1,1.66,,,40,9.96,41.1,9.44,33.4,0.0035856,-0.11097,46.3,1.49304,9.96566,1.09723e-11,0.331388,583.29,1.43799,-0.347,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315DD14A(II),Trina Solar,Mono-c-Si,0,315.084,289.1,1.94,1.956,0.992,72,8.96,45.8,8.47,37.2,0.0048384,-0.135568,45.7,1.7775,8.96454,5.74578e-11,0.384787,759.006,6.39358,-0.385,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315DD14A.05(II),Trina Solar,Mono-c-Si,0,315.084,289.1,1.94,1.956,0.992,72,8.96,45.8,8.47,37.2,0.0048384,-0.135568,45.7,1.7775,8.96454,5.74578e-11,0.384787,759.006,6.39358,-0.385,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315DD14A.08(II),Trina Solar,Mono-c-Si,0,315.084,289.1,1.94,1.956,0.992,72,8.96,45.8,8.47,37.2,0.0048384,-0.135568,45.7,1.7775,8.96454,5.74578e-11,0.384787,759.006,6.39358,-0.385,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315DE06H.T0(II),Trina Solar,Mono-c-Si,0,315.296,295.6,1.66,,,40,9.96,41.1,9.44,33.4,0.0042828,-0.109737,43.3,1.50382,10.0753,1.33442e-11,0.327522,209.598,4.09421,-0.343,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PA14A,Trina Solar,Multi-c-Si,0,317.602,289.5,1.921,1.95,0.985,72,8.86,46,8.38,37.9,0.00443,-0.1518,43.3,1.88801,8.86243,2.31283e-10,0.29353,1068.47,6.82956,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PA14A.08,Trina Solar,Multi-c-Si,0,317.602,289.5,1.921,1.95,0.985,72,8.86,46,8.38,37.9,0.00443,-0.1518,43.3,1.88801,8.86243,2.31283e-10,0.29353,1068.47,6.82956,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.002,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.08,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.082,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.10,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.102,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.18,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PD14.182,Trina Solar,Multi-c-Si,0,315.295,289.5,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.0045,-0.15048,43.3,1.85719,9.00232,1.94724e-10,0.358102,1390.02,5.22168,-0.43,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PDG14,Trina Solar,Multi-c-Si,0,315.721,280.5,1.962,1.978,0.992,72,9,45.6,8.51,37.1,0.002682,-0.164342,46.7,1.93918,9.00073,5.51163e-10,0.331608,4083.58,4.94818,-0.4882,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PE14A,Trina Solar,Multi-c-Si,0,315.295,278.2,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.004878,-0.176381,47.7,2.02436,9.09648,1.48304e-09,0.315766,442.92,5.57361,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PE14A.08,Trina Solar,Multi-c-Si,0,315.295,278.2,1.921,1.95,0.985,72,9,45.6,8.51,37.05,0.004878,-0.176381,47.7,2.02436,9.09648,1.48304e-09,0.315766,442.92,5.57361,-0.5006,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-315PEG14,Trina Solar,Multi-c-Si,0,315.721,280.5,1.962,1.978,0.992,72,9,45.6,8.51,37.1,0.002682,-0.164342,46.7,1.93918,9.00073,5.51163e-10,0.331608,4083.58,4.94818,-0.4882,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-320DD06H(II),Trina Solar,Mono-c-Si,0,320.15,300.3,1.66,,,40,10.01,41.5,9.5,33.7,0.0043043,-0.110805,43.3,1.51011,10.0142,1.15704e-11,0.33501,802.376,2.88316,-0.343,N,SAM 2021.12.02,11/16/2022
Trina Solar TSM-320DD06H.05(II),Trina Solar,Mono-c-Si,0,320.15,296.9,1.66,,,40,10.01,41.5,9.5,33.7,0.0036036,-0.11205,46.3,1.50603,10.0143,1.0738e-11,0.335945,780.274,1.21329,-0.347,N,SAM 2021.12.02,11/16/2022
