Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Advanced Energy Industries: Solaron 333 kW (3159000-XXXX) [480V],480,1161.720395,333000,342459.417404,740,-0.000000,0.000043,0.001045,0.000357,99.900000,960,462.782996,660,960,n/a,Utility Interactive
Advanced Energy Industries: Solaron 500 HE (3159502-XXXX) [480V],480,1545.544220,500000,511727.412139,740,-0.000000,0.000044,0.001832,0.000420,150,960,691.523530,660,960,n/a,Utility Interactive
Advanced Energy Industries: Solaron 500kW (3159500-XXXX) [480V],480,1175.789358,500000,516568.193521,740,-0.000000,0.000058,0.000699,0.000207,150,960,698.065126,660,960,n/a,Utility Interactive
Advanced Solar Photonics: PV240 [208V],208,22.069911,3690,3792.551260,360,-0.000004,0.000005,0.000792,-0.000436,1.107000,470,10.534865,100,470,n/a,Utility Interactive
Advanced Solar Photonics: PV240 [240V],240,22.613447,3980,4083.563982,360,-0.000002,-0.000023,-0.001016,-0.003677,1.194000,450,11.343233,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV240 [277V],277,30.869592,3980,4076.315462,360,-0.000003,-0.000027,-0.000900,-0.000597,1.194000,450,11.323099,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV250 [208V],208,26.907986,4470,4597.430262,360,-0.000003,0.000007,0.000903,-0.000546,1.341000,470,12.770640,100,470,n/a,Utility Interactive
Advanced Solar Photonics: PV250 [240V],240,24.674128,4830,4958.936111,360,-0.000002,-0.000023,-0.000346,-0.001171,1.449000,450,13.774823,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV250 [277V],277,28.931818,4830,4947.909747,360,-0.000002,-0.000029,-0.001690,-0.000533,1.449000,450,13.744194,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV260 [208V],208,28.735271,5980,6171.006794,360,-0.000003,0.000005,0.001737,0.000292,1.794000,470,17.141686,100,470,n/a,Utility Interactive
Advanced Solar Photonics: PV260 [240V],240,28.273897,6010,6183.413107,360,-0.000002,-0.000020,0.000291,0.000511,1.803000,450,17.176148,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV260 [277V],277,36.196024,6000,6158.745389,360,-0.000002,-0.000026,-0.001253,0.000210,1.800000,450,17.107626,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV270 [208V],208,30.540795,6920,7127.759517,360,-0.000002,-0.000025,0.000319,-0.000740,2.076000,450,19.799332,100,450,n/a,Utility Interactive
Advanced Solar Photonics: PV270 [240V],240,27.096238,6950,7205.984550,360,-0.000003,0.000002,0.001525,-0.000353,2.085000,470,20.016624,100,470,n/a,Utility Interactive
Advanced Solar Photonics: PV270 [277V],277,30.447532,7010,7218.981711,360,-0.000002,-0.000029,-0.000706,-0.000742,2.103000,450,20.052727,100,450,n/a,Utility Interactive
Aero-Sharp: X01-030L2E1 [240V],240,65.256282,2980,3187.547662,275,-0.000013,-0.000074,-0.000952,-0.001250,0.894000,400,11.591082,100,400,n/a,Utility Interactive
Aero-Sharp: X01-040L2E1 [240V],240,52.897870,4012.000000,4286.853239,275,-0.000009,-0.000095,-0.001040,-0.001287,1.203600,400,15.588557,100,400,n/a,Utility Interactive
Aero-Sharp: X01-050L2E1 [240V],240,74.504947,4986,5327.715705,275,-0.000007,-0.000080,-0.000026,-0.000951,1.495800,400,19.373512,100,400,n/a,Utility Interactive
Aero-Sharp: X01-060L2E1 [240V],240,64.707035,5993,6423.257632,275,-0.000006,-0.000096,-0.000102,-0.001357,1.797900,400,23.357300,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 10000 TL3-US [277V],277,100.023536,10100,10482.655013,420,-0.000001,-0.000083,0.000423,-0.002198,3.030000,480,24.958702,250,480,n/a,Utility Interactive
Agepower Limit: Agepower AP 12000 TL3-US [277V],277,94.447391,11620,12063.623749,420,-0.000001,-0.000083,0.000077,-0.003032,3.486000,480,28.722914,250,480,n/a,Utility Interactive
Agepower Limit: Agepower AP 1500TL-US [208V],208,11.695572,1500,1555.251638,330,-0.000013,-0.000022,-0.000143,-0.000529,0.450000,360,4.712884,100,360,n/a,Utility Interactive
Agepower Limit: Agepower AP 1500TL-US [240V],240,15.560278,1650,1708.215278,330,-0.000013,-0.000028,-0.000848,-0.001101,0.495000,360,5.176410,100,360,n/a,Utility Interactive
Agepower Limit: Agepower AP 1500TL-US [277V],277,18.102160,1650,1706.612767,330,-0.000010,-0.000027,-0.000167,-0.000875,0.495000,360,5.171554,100,360,n/a,Utility Interactive
Agepower Limit: Agepower AP 18000 TL3-US [277V],277,112.016369,18310,18972.727317,420,-0.000001,-0.000067,0.002064,0.002851,5.493000,480,45.173160,250,480,n/a,Utility Interactive
Agepower Limit: Agepower AP 20000 TL3-US [277V],277,98.501870,20420,21117.084599,420,-0.000000,-0.000061,0.001312,0.001856,6.126000,480,50.278773,250,480,n/a,Utility Interactive
Agepower Limit: Agepower AP 2000TL-US [208V],208,10.519135,1800,1869.155413,360,-0.000010,-0.000012,-0.000420,-0.000425,0.540000,400,5.192098,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 2000TL-US [240V],240,13.296427,2000,2066.476040,360,-0.000008,-0.000026,-0.000879,-0.000606,0.600000,400,5.740211,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 2000TL-US [277V],277,14.724130,2000,2062.184367,360,-0.000006,-0.000036,-0.001861,-0.002026,0.600000,400,5.728290,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 3000TL-US [208V],208,14.964658,2500,2596.140784,360,-0.000009,-0.000020,-0.000559,-0.000679,0.750000,400,7.211502,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 3000TL-US [240V],240,18.288358,2800,2888.433485,360,-0.000007,-0.000033,-0.001481,-0.000282,0.840000,400,8.023426,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 3000TL-US [277V],277,20.042567,2800,2885.731750,360,-0.000006,-0.000042,-0.002089,-0.000165,0.840000,400,8.015922,100,400,n/a,Utility Interactive
Agepower Limit: Agepower AP 3600MTL-US [208V],208,21.702927,3600,3710.217092,375,-0.000005,-0.000026,-0.000806,0.000390,1.080000,450,9.893912,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 3600MTL-US [240V],240,17.634712,3600,3697.786178,375,-0.000003,-0.000023,-0.001177,0.001611,1.080000,450,9.860763,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 3600MTL-US [277V],277,20.871512,3600,3689.314502,375,-0.000002,-0.000036,-0.001461,0.002226,1.080000,450,9.838172,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 4200MTL-US [208V],208,25.847941,4200,4333.922389,375,-0.000004,-0.000009,-0.001200,0.001073,1.260000,450,11.557126,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 4200MTL-US [240V],240,20.573829,4200,4314.083873,375,-0.000003,-0.000023,-0.001177,0.001611,1.260000,450,11.504224,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 4200MTL-US [277V],277,31.889544,4200,4317.213387,375,-0.000004,-0.000026,-0.000754,-0.000473,1.260000,450,11.512569,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 5000MTL-US [208V],208,21.070908,4600,4769.602346,375,-0.000005,-0.000016,0.000400,-0.000231,1.380000,450,12.718940,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 5000MTL-US [240V],240,16.353278,4600,4741.207522,375,-0.000003,-0.000023,-0.003071,-0.000393,1.380000,450,12.643220,100,450,n/a,Utility Interactive
Agepower Limit: Agepower AP 5000MTL-US [277V],277,20.918380,4600,4719.765074,375,-0.000002,-0.000025,-0.001842,0.001162,1.380000,450,12.586040,100,450,n/a,Utility Interactive
Alpha Technologies: Solaris 3500 XP [240V],240,44.676404,3500,3957.225951,51,-0.000022,-0.000343,0.044312,0.000396,1.050000,52,77.592666,48,52,n/a,Utility Interactive
Altenergy Power System Inc : QS1 [240V],240,6.903207,1230,1281.375184,37.500000,-0.000019,-0.000339,0.003589,-0.015929,0.369000,48,34.170005,27,48,n/a,Utility Interactive
Altenergy Power System Inc : QS1200 [240V],240,6.903207,1230,1281.375184,37.500000,-0.000019,-0.000339,0.003589,-0.015929,0.369000,48,34.170005,27,48,n/a,Utility Interactive
Altenergy Power System Inc : YC1000-3-208 [480V],480,7.869461,900,957.600996,40,-0.000033,-0.000271,0.002837,-0.031456,0.270000,48,23.940025,33,48,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC1000-3-480 [480V],480,9.024145,900,947.303349,36,-0.000012,-0.000105,0.031292,-0.033634,0.270000,48,26.313982,28,48,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC1000-3-K480,0,12.095882,1160,1240.714530,51.500000,-0.000048,0.000255,0.015654,-0.005908,0.348000,55,24.091544,50,55,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC200-NA [240V],240,1.463421,220,232.167531,36,0.000028,-0.000280,-0.023684,0.340036,0.066000,45,6.449098,27,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC250A [240V],240,2.199136,225,237.963309,35,-0.000057,-0.000932,-0.013874,-0.214935,0.067500,45,6.798952,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC250I [240V],240,2.199136,225,237.963309,35,-0.000057,-0.000932,-0.013874,-0.214935,0.067500,45,6.798952,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC500A [208V],208,2.129988,500,529.656176,35,-0.000048,-0.001349,-0.054011,-0.129451,0.150000,45,15.133034,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC500A [240V],240,2.488048,500,527.786930,35,-0.000039,-0.001334,-0.053470,-0.153846,0.150000,45,15.079627,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC500I [208V],208,2.129988,500,529.656176,35,-0.000048,-0.001349,-0.054011,-0.129451,0.150000,45,15.133034,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC500I [240V],240,2.488048,500,527.786930,35,-0.000039,-0.001334,-0.053470,-0.153846,0.150000,45,15.079627,24,45,12/15/2017,Utility Interactive
Altenergy Power System Inc : YC600 [240V],240,1.837595,550,569.888752,36,-0.000009,-0.000310,0.006272,-0.087654,0.165000,45,15.830243,24,45,10/15/2018,Utility Interactive
American Electric Technologies: ISIS-1000-15000-60,0,4543.763157,1000000,1030328.105842,720,0.000000,0.000042,0.000627,-0.008925,300,1000,1431.011258,610,1000,n/a,Utility Interactive
American Electric Technologies: ISIS-1000-410-60,0,4158.576078,1000000,1037345.813728,720,-0.000000,0.000037,0.000742,0.001270,300,1000,1440.758075,610,1000,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC0-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC0-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-230-1-AC3-B-B [208V],208,0.789004,190,200.815126,32,-0.000088,-0.000838,-0.019167,-0.087614,0.01,40,6.275473,22,40,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC0-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC0-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-235-1-AC3-B-B [208V],208,0.789004,190,200.815126,32,-0.000088,-0.000838,-0.019167,-0.087614,0.01,40,6.275473,22,40,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC0-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC0-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.04,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: LW-240-1-AC3-B-B [208V],208,0.789004,190,200.815126,32,-0.000088,-0.000838,-0.019167,-0.087614,0.01,40,6.275473,22,40,n/a,Utility Interactive
Andalay Solar: ST-175-1AC1-A-A [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: ST-175-1AC3-B-A [208V],208,0.675790,190,200.742843,32,-0.000072,-0.000778,-0.001297,-0.074336,0.01,40,6.273214,22,40,n/a,Utility Interactive
Andalay Solar: ST-185-1AC1-A-A [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: ST-185-1AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: ST-185-1AC3-B-A [208V],208,0.675790,190,200.742843,32,-0.000072,-0.000778,-0.001297,-0.074336,0.01,40,6.273214,22,40,n/a,Utility Interactive
Andalay Solar: ST-185-1AC3-B-B [208V],208,0.675790,190,200.742843,32,-0.000072,-0.000778,-0.001297,-0.074336,0.01,40,6.273214,22,40,n/a,Utility Interactive
Andalay Solar: ST-190-1AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: ST-190-1AC3-B-B [208V],208,0.789004,190,200.815126,32,-0.000088,-0.000838,-0.019167,-0.087614,0.01,40,6.275473,22,40,n/a,Utility Interactive
Andalay Solar: ST-195-1AC1-A-B [240V],240,0.511956,190,200.046030,32.500000,-0.000023,-0.000644,-0.040639,-0.299377,0.03,40,6.155262,22,40,n/a,Utility Interactive
Andalay Solar: ST-195-1AC3-B-B [208V],208,0.789004,190,200.815126,32,-0.000088,-0.000838,-0.019167,-0.087614,0.01,40,6.275473,22,40,n/a,Utility Interactive
Andalay Solar: TW-240-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: TW-240-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: TW-245-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: TW-245-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: TW-250-1-AC2-D-B [208V],208,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Andalay Solar: TW-250-1-AC2-D-B [240V],240,0.771151,215,225.387487,29,-0.000090,-0.000796,-0.015421,-0.068913,0.064500,36,7.771982,22,36,n/a,Utility Interactive
Apparent Inc : MGI220-xxx [240V],240,3.485402,180,197.246736,28,-0.000071,0.000060,-0.004542,-0.102598,0.054000,36,7.044526,23,36,4/2/2019,Utility Interactive
Apparent Inc : SG424-120V [120V],120,2.787499,230,251.378232,36,-0.000135,-0.000452,0.008562,-0.011777,0.069000,48,6.982729,29,48,4/2/2019,Utility Interactive
Apparent Inc : SG424U CA - 120VAC - 60Hz [120V],120,3.580637,250,274.404213,36.400000,-0.000184,-0.000805,-0.012366,-0.032600,0.075000,48.9,7.538577,31.2,48.9,n/a,Utility Interactive
Auxin Solar: AXN-PV4000U [208V],208,32.366484,3980,4163.369763,325,-0.000007,-0.000022,0.000319,0.001097,1.194000,360,12.810369,100,360,n/a,Utility Interactive
Auxin Solar: AXN-PV4000U [240V],240,29.253960,3990,4151.517631,325,-0.000005,-0.000027,-0.000377,0.000042,1.197000,360,12.773900,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV1500U [208V],208,25.196477,1550,1621.431687,325,-0.000009,-0.000027,-0.000147,0.000022,0.465000,360,4.989021,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV1500U [240V],240,25.203357,1550,1618.267185,325,-0.000008,-0.000025,-0.000137,-0.000212,0.465000,360,4.979284,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV2000U [208V],208,21.129479,2060,2148.046111,325,-0.000009,-0.000026,-0.000255,0.000211,0.618000,360,6.609373,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV2000U [240V],240,25.601405,2060,2150.264182,325,-0.000009,-0.000021,-0.000129,0.000681,0.618000,360,6.616197,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV3000U [208V],208,18.970904,3000,3141.109550,325,-0.000007,-0.000041,-0.000904,-0.002131,0.900000,360,9.664952,100,360,n/a,Utility Interactive
Auxin Solar: AXU-PV3000U [240V],240,24.260398,3010,3147.795388,325,-0.000007,-0.000037,-0.000644,-0.001802,0.903000,360,9.685524,100,360,n/a,Utility Interactive
BYD Auto Industry Company Limited: BEG500KTL-U [480V],480,4571.337827,501760,521937.677875,890,-0.000000,0.000023,0.000676,0.000753,150.528000,1000,586.446829,780,1000,n/a,Grid Support
BYD Auto Industry Company Limited: BEG500KTL-U/01 [480V],480,4571.337827,501760,521937.677875,890,-0.000000,0.000023,0.000676,0.000753,150.528000,1000,586.446829,780,1000,n/a,Grid Support
BYD Auto Industry Company Limited: BEG60KTL-U-R1 [480V],480,422.471044,60280,62973.446750,850,-0.000000,0.000025,0.000782,0.000363,18.084000,950,74.086408,750,950,n/a,Grid Support
Ballard Power Systems: EPC-PV-208-30KW [208V],208,543.002120,30000,31996.962523,322,-0.000001,0.000043,0.000887,-0.000812,9,420,99.369449,290,420,n/a,Utility Interactive
Ballard Power Systems: EPC-PV-208-75KW,0,1514.833963,75000,80928.425209,352,-0.000000,0.000074,0.001439,0.000843,22.500000,420,229.910299,330,420,n/a,Utility Interactive
Ballard Power Systems: EPC-PV-480-30KW [480V],480,556.424668,30000,31984.651888,322,-0.000001,0.000053,0.001252,0.000097,9,420,99.331217,290,420,n/a,Utility Interactive
Ballard Power Systems: EPC-PV-480-75KW [480V],480,1534.470439,75000,80805.730554,352,-0.000000,0.000083,0.001551,0.002578,22.500000,420,229.561735,330,420,n/a,Utility Interactive
Beacon Power: M4,0,55.294394,4000,4584.882159,54.500000,-0.000022,0.002833,0.014904,0.005088,1.200000,58,84.126278,46.5,58,n/a,Utility Interactive
Beacon Power: M4 Plus,0,68.829694,4000,4518.466854,54.500000,-0.000025,0.001509,0.033671,0.016750,1.200000,58,82.907649,46.5,58,n/a,Utility Interactive
Beacon Power: M5,0,58.497740,5000,5901.702505,54.500000,-0.000022,0.004186,0.050471,0.030491,1.500000,58,108.288119,46.5,58,n/a,Utility Interactive
Beacon Power: M5 Plus,0,59.515451,5000,5813.887233,54.500000,-0.000021,0.002788,0.042337,0.021900,1.500000,58,106.676830,46.5,58,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 1500 [208V],208,15.133110,1500,1563.291124,300,-0.000011,-0.000050,-0.001641,-0.000756,0.450000,360,5.210970,100,360,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 1500 [240V],240,16.510235,1500,1561.269538,300,-0.000008,-0.000049,-0.001581,-0.001543,0.450000,360,5.204232,100,360,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 2000 [208V],208,13.488663,2000,2086.748750,350,-0.000008,-0.000026,-0.000902,-0.000279,0.600000,400,5.962139,100,400,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 2000 [240V],240,11.810116,2000,2075.123633,380,-0.000006,-0.000032,-0.002094,-0.000199,0.600000,400,5.460852,100,400,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 3000 [208V],208,20.789916,2800,2918.783952,350,-0.000009,-0.000015,-0.000506,0.001677,0.840000,400,8.339383,100,400,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 3000 [240V],240,17.045299,2800,2893.627105,380,-0.000004,-0.000035,-0.002347,-0.000424,0.840000,440,7.614808,100,440,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 4000 [208V],208,18.842297,4000,4120.267854,350,-0.000004,-0.000010,-0.000652,-0.000679,1.200000,440,11.772194,100,440,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 4000 [240V],240,18.914990,4000,4105.700044,380,-0.000004,-0.000007,-0.001496,-0.000005,1.200000,440,10.804474,100,440,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 5000 [208V],208,23.705877,4600,4757.028379,350,-0.000005,-0.000011,-0.000523,-0.000549,1.380000,440,13.591510,100,440,n/a,Utility Interactive
Beijing Kinglong New Energy Technology: Sunteams 5000 [240V],240,22.346200,4600,4722.922440,380,-0.000003,-0.000017,-0.001246,-0.000884,1.380000,440,12.428743,100,440,n/a,Utility Interactive
Beyond Building Group: SR1500TLI [208V],208,25.196477,1550,1621.431687,325,-0.000009,-0.000027,-0.000147,0.000022,0.465000,360,4.989021,100,360,n/a,Utility Interactive
Beyond Building Group: SR1500TLI [240V],240,25.203357,1550,1618.267185,325,-0.000008,-0.000025,-0.000137,-0.000212,0.465000,360,4.979284,100,360,n/a,Utility Interactive
Beyond Building Group: SR2000TLI [208V],208,21.129479,2060,2148.046111,325,-0.000009,-0.000026,-0.000255,0.000211,0.618000,360,6.609373,100,360,n/a,Utility Interactive
Beyond Building Group: SR2000TLI [240V],240,25.601405,2060,2150.264182,325,-0.000009,-0.000021,-0.000129,0.000681,0.618000,360,6.616197,100,360,n/a,Utility Interactive
Beyond Building Group: SR3000TLI [208V],208,18.970904,3000,3141.109550,325,-0.000007,-0.000041,-0.000904,-0.002131,0.900000,360,9.664952,100,360,n/a,Utility Interactive
Beyond Building Group: SR3000TLI [240V],240,24.260398,3010,3147.795388,325,-0.000007,-0.000037,-0.000644,-0.001802,0.903000,360,9.685524,100,360,n/a,Utility Interactive
Beyond Building Group: SR4000TLI [208V],208,32.366484,3980,4163.369763,325,-0.000007,-0.000022,0.000319,0.001097,1.194000,360,12.810369,100,360,n/a,Utility Interactive
Beyond Building Group: SR4000TLI [240V],240,29.253960,3990,4151.517631,325,-0.000005,-0.000027,-0.000377,0.000042,1.197000,360,12.773900,100,360,n/a,Utility Interactive
Beyond Building Systems: SR2000TL-US-240 [240V],240,42.197602,2110,2193.396843,375,-0.000012,-0.000065,0.001026,0.000536,0.633000,400,5.849058,100,400,n/a,Utility Interactive
Beyond Building Systems: SR3000TL-US-240 [240V],240,36.033348,3180,3315.653602,375,-0.000008,-0.000075,0.000544,-0.000338,0.954000,400,8.841743,100,400,n/a,Utility Interactive
Beyond Building Systems: SR4200TL-US-240 [240V],240,32.599652,4160,4340.861283,380,-0.000005,-0.000062,0.000324,-0.000880,1.248000,400,11.423319,100,400,n/a,Utility Interactive
Beyond Building Systems: SR5000TL-US-240 [240V],240,32.085271,5240,5489.155773,380,-0.000004,-0.000074,-0.000083,-0.001604,1.572000,400,14.445147,100,400,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 1100 [120V],120,22.096002,1100,1194.094853,182,-0.000021,0.000057,0.002001,0.000623,0.330000,380,6.560961,100,380,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 2000 [240V],240,24.466079,2000,2161.879657,199,-0.000013,0.000055,0.001704,0.000315,0.600000,380,10.863717,100,380,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 2500 [240V],240,42.777029,2500,2632.836090,218,-0.000014,0.000061,0.002053,0.001530,0.750000,400,12.077230,100,400,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 3000 [240V],240,31.681805,3000,3205.932683,222.500000,-0.000008,0.000036,0.001708,0.000860,0.900000,380,14.408686,100,380,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 3500 [240V],240,64.772673,3500,3641.840272,263,-0.000009,0.000035,0.001417,0.001218,1.050000,400,13.847301,100,400,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 4600 [208V],208,54.569729,4600,4797.805892,254,-0.000006,0.000028,0.001381,0.000889,1.380000,400,18.889000,100,400,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 4800 [240V],240,85.146695,4800,4968.027372,263,-0.000006,0.000034,0.000586,0.000195,1.440000,400,18.889838,100,400,n/a,Utility Interactive
CFM Equipment Distributors: Green Power 5200 [240V],240,65.466329,5200,5391.648166,280,-0.000005,0.000023,0.000676,0.000332,1.560000,400,19.255886,100,400,n/a,Utility Interactive
Canadian Solar Inc : CM-240-EC,0,1.700584,240,249.670797,29,-0.000048,-0.000278,0.024265,-0.117027,0.072000,35,8.609338,24,35,10/3/2017,Utility Interactive
Canadian Solar Inc : CM-260-EC,0,2.305386,260,270.995153,29,-0.000076,-0.000368,0.026673,-0.061899,0.078000,35,9.344660,24,35,10/3/2017,Utility Interactive
Canadian Solar Inc : CM-280-EC,0,2.400350,280,292.274811,29,-0.000082,-0.000452,0.023492,-0.059581,0.084000,35,10.078442,24,35,10/3/2017,Utility Interactive
Canadian Solar Inc : CM-300-EC,0,2.189437,300,313.493687,29,-0.000074,-0.000642,0.023357,-0.066242,0.090000,35,10.810127,24,35,10/3/2017,Utility Interactive
Canadian Solar Inc : CS6P-245M-EA,0,1.700584,240,249.670797,29,-0.000048,-0.000278,0.024265,-0.117027,0.072000,35,8.609338,24,35,10/3/2017,Utility Interactive
Canadian Solar Inc : CS6P-245P-EA,0,1.700584,240,249.670797,29,-0.000048,-0.000278,0.024265,-0.117027,0.072000,35,8.609338,24,35,10/3/2017,Utility Interactive
